,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.233606,-1.481092,-1.758786,0.020733,0.9959790000000001,-0.087131,0.278057,-0.796709,-0.42777299999999996,0.040699,-0.29476199999999997,-0.015179
1,0.116454,-1.477128,-1.8578869999999998,0.010865000000000001,0.995616,-0.092878,0.212125,-0.9288040000000001,-0.37038000000000004,0.08035199999999999,-0.38354099999999997,-0.22487100000000002
2,0.039274,-1.472772,-1.923311,0.0038420000000000004,0.995199,-0.097771,0.294167,-0.37343699999999996,-0.26476500000000003,0.034763,-0.34899,-0.22975900000000002
3,-0.018627,-1.465981,-1.9776880000000001,-0.001948,0.9945120000000001,-0.10458699999999999,0.35699000000000003,-0.20411500000000002,-0.305135,0.082332,-0.323171,0.039706
4,-0.100036,-1.458266,-2.051123,-0.011212999999999999,0.993675,-0.11171500000000001,0.339527,-0.47708199999999995,-0.491846,0.11871099999999998,-0.354927,-0.005335
5,-0.188282,-1.452352,-2.13862,-0.022113999999999998,0.992994,-0.11606300000000001,0.14415899999999998,0.167179,-0.532489,0.08585,-0.295713,0.109547
6,-0.265638,-1.448641,-2.21935,-0.031985,0.992548,-0.11756199999999999,0.049402999999999996,0.018192,-0.488095,0.096347,-0.20360799999999998,0.092767
7,-0.32664099999999996,-1.444132,-2.2769909999999998,-0.040527999999999995,0.9919889999999999,-0.119631,0.17260599999999998,-0.23089899999999997,-0.374752,0.10272300000000001,0.032074,0.036775
8,-0.357051,-1.434331,-2.307445,-0.047543,0.9907030000000001,-0.127447,0.5516220000000001,0.106378,-0.333012,0.280895,0.326588,0.023062
9,-0.33465700000000004,-1.4189479999999999,-2.291203,-0.049678,0.9884930000000001,-0.142861,0.868705,0.49061499999999997,0.006268,0.47751899999999997,0.309282,-0.0214
10,-0.24394000000000002,-1.399529,-2.210433,-0.041161,0.9853700000000001,-0.165373,1.33135,0.48145600000000005,0.562851,0.544747,0.285993,-0.128527
11,-0.124884,-1.366631,-2.087228,-0.025253,0.979231,-0.20116099999999998,2.112343,-0.531712,0.973392,0.140869,1.110308,-0.42983599999999994
12,-0.034218,-1.319521,-1.9706130000000002,-0.008506,0.9685959999999999,-0.248486,2.597479,-1.370359,1.154112,0.089698,1.282975,-0.41176199999999996
13,0.009685,-1.260724,-1.8889040000000001,0.002955,0.952312,-0.305107,3.18223,-1.936539,1.043554,0.214498,1.037007,-0.046517
14,0.018068,-1.194706,-1.832929,0.0066359999999999995,0.930108,-0.367222,3.20831,-2.351902,0.997267,-0.621901,0.99755,0.38776
15,0.028304000000000003,-1.1404889999999999,-1.788214,0.011805,0.9088379999999999,-0.416979,2.315718,-0.983593,0.8482729999999999,-0.763667,0.64408,0.422991
16,0.060832000000000004,-1.106228,-1.748789,0.027238,0.894015,-0.447205,1.341018,0.237777,1.019361,-0.411469,-0.050082,0.33760100000000004
17,0.11369800000000001,-1.0889799999999998,-1.7026880000000002,0.052572,0.8861549999999999,-0.460395,0.472484,0.599226,1.159178,-0.24446700000000002,-0.311463,0.297553
18,0.158275,-1.082881,-1.6608169999999998,0.073887,0.8833120000000001,-0.462923,0.045288,0.21941599999999997,0.873602,-0.216725,-0.314129,0.284411
19,0.180616,-1.0814709999999998,-1.635972,0.08443400000000001,0.88265,-0.46238199999999996,-0.081772,-0.02225,0.413688,-0.146644,-0.37198400000000004,0.367106
20,0.186498,-1.0856540000000001,-1.628603,0.086467,0.884609,-0.45824499999999996,-0.33916,-0.048337,-0.031388,-0.201716,-0.538524,0.4907
21,0.17768499999999998,-1.0962180000000001,-1.635648,0.08076900000000001,0.8894850000000001,-0.449766,-0.585675,-0.165419,-0.374791,-0.14188,-0.603826,0.489363
22,0.15745599999999998,-1.1132360000000001,-1.652739,0.06927,0.897133,-0.436292,-0.8925860000000001,-0.312578,-0.603209,-0.153056,-0.717308,0.47128100000000006
23,0.127117,-1.137238,-1.6776830000000003,0.05325800000000001,0.9074760000000001,-0.41671,-1.260318,-0.392691,-0.762704,-0.147511,-0.746725,0.430443
24,0.086573,-1.169103,-1.713412,0.033806,0.9204,-0.389509,-1.6531169999999997,-0.40115,-0.970535,-0.13431500000000002,-0.7522479999999999,0.396956
25,0.030812,-1.208612,-1.765697,0.010915000000000001,0.935125,-0.354145,-2.08619,-0.324348,-1.1531200000000001,-0.078329,-0.605352,0.360523
26,-0.048322000000000004,-1.2557049999999998,-1.840816,-0.014969,0.9507680000000001,-0.309535,-2.526087,-0.514104,-1.270249,-0.011612,-0.39757600000000004,0.335262
27,-0.173426,-1.308252,-1.9544709999999998,-0.044784,0.965733,-0.25563800000000003,-2.9174900000000004,-1.015313,-1.331093,0.042617,-0.261234,0.253716
28,-0.371838,-1.357129,-2.1267400000000003,-0.077039,0.97726,-0.197546,-2.811764,-1.875625,-1.264091,0.061779999999999995,0.07607,-0.048838
29,-0.6499689999999999,-1.391997,-2.362421,-0.10762000000000001,0.984058,-0.141576,-2.511899,-2.626298,-1.078368,0.039382,0.2431,-0.275829
30,-0.981273,-1.411254,-2.634013,-0.13203800000000002,0.9873,-0.08831599999999999,-2.194138,-3.5140089999999997,-0.737453,0.037403,0.31345100000000004,-0.40713699999999997
31,-1.3236450000000002,-1.420517,-2.903501,-0.145149,0.9887290000000001,-0.036623,-2.046186,-3.7267050000000004,-0.157171,0.298317,0.390009,-0.07610900000000001
32,-1.630339,-1.4293,3.1105240000000003,-0.140757,0.9900059999999999,0.008391,-1.903159,-0.506076,0.44217799999999996,0.06521,0.523528,0.070467
