DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
3,6,33,14,Healthy,-0.056613843779511654
3,6,33,14,Healthy,-0.004464466524882013
3,6,33,14,Healthy,1.217819398176999
3,6,33,14,Healthy,0.17219780535654006
3,6,33,14,Healthy,0.22196287592398067
3,6,33,14,Healthy,0.2971728822537954
3,6,33,14,Healthy,0.48033365899602476
3,6,33,14,Healthy,0.5218951461269142
3,6,33,14,Healthy,0.5270289076908701
3,6,33,14,Healthy,0.61458452686373
3,6,33,14,Healthy,1.6918463769988676
3,6,33,14,Healthy,0.7271684105428193
3,6,33,14,Healthy,0.7287416100472096
3,6,33,14,Healthy,0.8921510187236135
3,6,33,14,Healthy,0.8704584878165815
3,6,33,14,Healthy,0.8777534086449376
3,6,33,14,Healthy,0.9639005561322448
3,6,33,14,Healthy,0.98006216609148
3,6,33,14,Healthy,2.0431592044068814
3,6,33,14,Healthy,0.9933355857006367
3,6,33,14,Healthy,1.002767487847955
3,6,33,14,Healthy,1.005051523376722
3,6,33,14,Healthy,1.021487521205362
3,6,33,14,Healthy,0.901050985076203
3,6,33,14,Healthy,1.0664606006727704
3,6,33,14,Healthy,0.9329194238535659
3,6,33,14,Healthy,1.889373733062249
3,6,33,14,Healthy,0.8919537314324592
3,6,33,14,Healthy,0.7638013759580734
3,6,33,14,Healthy,0.7376885887042922
3,6,33,14,Healthy,0.6411088366227309
3,6,33,14,Healthy,0.6226011040827086
3,6,33,14,Healthy,0.5979311173477556
3,6,33,14,Healthy,0.523932349329022
3,6,33,14,Healthy,1.5095337733987422
3,6,33,14,Healthy,0.3291199813795848
3,6,33,14,Healthy,0.2909813543484894
3,6,33,14,Healthy,0.20715644465567146
3,6,33,14,Healthy,0.10065594809151981
3,6,33,14,Healthy,0.10975941584728613
3,6,33,14,Healthy,0.11381828903019726
3,6,33,14,Healthy,-0.10942179604235003
3,6,33,14,Healthy,0.8392685744894701
3,6,33,14,Healthy,-0.2365881734925674
3,6,33,14,Healthy,-0.30674422484271985
3,6,33,14,Healthy,-0.32651053350460674
3,6,33,14,Healthy,-0.4410825388623273
3,6,33,14,Healthy,-0.461190364578312
3,6,33,14,Healthy,-0.5674781353595666
3,6,33,14,Healthy,-0.721495436510261
3,6,33,14,Healthy,0.2985731761522954
3,6,33,14,Healthy,-0.8167897425360091
3,6,33,14,Healthy,-0.7978867895366473
3,6,33,14,Healthy,-0.9174258153489528
3,6,33,14,Healthy,-0.8664845547237507
3,6,33,14,Healthy,-0.9851582446840411
3,6,33,14,Healthy,-0.9712257796120118
3,6,33,14,Healthy,-0.9582614601052147
3,6,33,14,Healthy,-0.0363204581381503
3,6,33,14,Healthy,-0.9571998412847206
3,6,33,14,Healthy,-1.0046396080751832
3,6,33,14,Healthy,-0.9917157803479205
3,6,33,14,Healthy,-0.9424068699783918
3,6,33,14,Healthy,-0.9288946528257562
3,6,33,14,Healthy,-0.9785625629896432
3,6,33,14,Healthy,-0.9442599658758092
3,6,33,14,Healthy,0.09016453492832455
3,6,33,14,Healthy,-0.8356743718118883
3,6,33,14,Healthy,-0.8122379882519435
3,6,33,14,Healthy,-0.7473345457106157
3,6,33,14,Healthy,-0.7563064659697081
3,6,33,14,Healthy,-0.6422271769694966
3,6,33,14,Healthy,-0.5698716231018948
3,6,33,14,Healthy,-0.42926509143187663
3,6,33,14,Healthy,0.5513309120014398
3,6,33,14,Healthy,-0.3849755526872789
3,6,33,14,Healthy,-0.26527201948523993
