DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
6,21,54,26,Healthy,-0.025586600709559426
6,21,54,26,Healthy,0.05917134328439827
6,21,54,26,Healthy,1.1747717826750228
6,21,54,26,Healthy,0.2945775154673276
6,21,54,26,Healthy,0.3389901926483133
6,21,54,26,Healthy,0.3881995231460354
6,21,54,26,Healthy,0.4176716331837861
6,21,54,26,Healthy,0.5792202816215395
6,21,54,26,Healthy,0.5665667700650049
6,21,54,26,Healthy,0.5771609062922831
6,21,54,26,Healthy,1.6966331826734917
6,21,54,26,Healthy,0.8029405552048434
6,21,54,26,Healthy,0.7699085105804065
6,21,54,26,Healthy,0.8983182564412197
6,21,54,26,Healthy,0.8591755376079304
6,21,54,26,Healthy,0.9020036004909461
6,21,54,26,Healthy,0.9997607447894676
6,21,54,26,Healthy,0.9077761173377179
6,21,54,26,Healthy,1.9897629341034524
6,21,54,26,Healthy,1.0330728798436777
6,21,54,26,Healthy,0.99950219341865
6,21,54,26,Healthy,1.044008478443638
6,21,54,26,Healthy,0.9710842366823313
6,21,54,26,Healthy,0.9115680705098858
6,21,54,26,Healthy,0.9736385675671514
6,21,54,26,Healthy,1.020552475185848
6,21,54,26,Healthy,1.8763452523326556
6,21,54,26,Healthy,0.8974323134035381
6,21,54,26,Healthy,0.8475434106482809
6,21,54,26,Healthy,0.8243007026679245
6,21,54,26,Healthy,0.6849648124440094
6,21,54,26,Healthy,0.5631814270281467
6,21,54,26,Healthy,0.59921303568062
6,21,54,26,Healthy,0.6519451276783823
6,21,54,26,Healthy,1.382639235573817
6,21,54,26,Healthy,0.31931199980735725
6,21,54,26,Healthy,0.3824608888567139
6,21,54,26,Healthy,0.16642466608686582
6,21,54,26,Healthy,0.1891910287989213
6,21,54,26,Healthy,0.0568432227596552
6,21,54,26,Healthy,-0.07109211244806107
6,21,54,26,Healthy,-0.14406203209546764
6,21,54,26,Healthy,0.9117623685534914
6,21,54,26,Healthy,-0.2417281240851289
6,21,54,26,Healthy,-0.24563517021032494
6,21,54,26,Healthy,-0.4109489143861833
6,21,54,26,Healthy,-0.42574999579548295
6,21,54,26,Healthy,-0.41205989714994257
6,21,54,26,Healthy,-0.5981867959450662
6,21,54,26,Healthy,-0.6514525339084641
6,21,54,26,Healthy,0.21654759737784857
6,21,54,26,Healthy,-0.8472981330800821
6,21,54,26,Healthy,-0.6884009837211034
6,21,54,26,Healthy,-0.8238781875718293
6,21,54,26,Healthy,-0.877632150476937
6,21,54,26,Healthy,-0.9093984754085096
6,21,54,26,Healthy,-1.0233813530526987
6,21,54,26,Healthy,-0.9386403971702992
6,21,54,26,Healthy,0.033180347786496645
6,21,54,26,Healthy,-0.95229152351974
6,21,54,26,Healthy,-1.0650357441425198
6,21,54,26,Healthy,-0.9925817753885384
6,21,54,26,Healthy,-0.9957170322232106
6,21,54,26,Healthy,-0.9311897527065339
6,21,54,26,Healthy,-0.971188102930684
