DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
4,8,36,33,Healthy,0.06618388185551352
4,8,36,33,Healthy,0.10101469254221163
4,8,36,33,Healthy,1.1062209766917
4,8,36,33,Healthy,0.22547113647051134
4,8,36,33,Healthy,0.3013667482476188
4,8,36,33,Healthy,0.3642974889460169
4,8,36,33,Healthy,0.44364850326373384
4,8,36,33,Healthy,0.5200823788334243
4,8,36,33,Healthy,0.5921803803360546
4,8,36,33,Healthy,0.5963889330210067
4,8,36,33,Healthy,1.7376841761900108
4,8,36,33,Healthy,0.7539961885338609
4,8,36,33,Healthy,0.8368771435769158
4,8,36,33,Healthy,0.7961162608753515
4,8,36,33,Healthy,0.9141010360149552
4,8,36,33,Healthy,0.9079081825948212
4,8,36,33,Healthy,0.8902770288589996
4,8,36,33,Healthy,0.9201375449029958
4,8,36,33,Healthy,2.0602238932111856
4,8,36,33,Healthy,1.002399517050089
4,8,36,33,Healthy,0.9749246598945561
4,8,36,33,Healthy,0.988231956757439
4,8,36,33,Healthy,1.0270704602882137
4,8,36,33,Healthy,0.8905873275308483
4,8,36,33,Healthy,0.8931870760627774
4,8,36,33,Healthy,0.7924459168128034
4,8,36,33,Healthy,1.99460014695479
4,8,36,33,Healthy,0.8856944384668259
4,8,36,33,Healthy,0.7070426477251882
4,8,36,33,Healthy,0.8346408945076912
4,8,36,33,Healthy,0.6523358570368036
4,8,36,33,Healthy,0.5763962137295509
4,8,36,33,Healthy,0.46081092180525784
4,8,36,33,Healthy,0.583119733288029
4,8,36,33,Healthy,1.4172434698047536
4,8,36,33,Healthy,0.3534537543275873
4,8,36,33,Healthy,0.30562767965389315
4,8,36,33,Healthy,0.24962558707084906
4,8,36,33,Healthy,0.05245202704403859
4,8,36,33,Healthy,0.1414816471247007
4,8,36,33,Healthy,-0.04097878905013765
4,8,36,33,Healthy,-0.0853243534248468
4,8,36,33,Healthy,0.9042911830362762
4,8,36,33,Healthy,-0.2549064266178153
4,8,36,33,Healthy,-0.29412914509097904
4,8,36,33,Healthy,-0.33119266648041473
4,8,36,33,Healthy,-0.4916498984284921
4,8,36,33,Healthy,-0.6441923749941805
4,8,36,33,Healthy,-0.6488430953294054
4,8,36,33,Healthy,-0.736948794415726
4,8,36,33,Healthy,0.28129516639654956
4,8,36,33,Healthy,-0.7961512211192049
4,8,36,33,Healthy,-0.789295654595594
4,8,36,33,Healthy,-0.8932166942272464
4,8,36,33,Healthy,-0.8764382094093558
4,8,36,33,Healthy,-0.9872440578892815
4,8,36,33,Healthy,-0.8938640181945023
4,8,36,33,Healthy,-1.0003847854011882
4,8,36,33,Healthy,-0.01143628292044643
4,8,36,33,Healthy,-0.9810193629576346
4,8,36,33,Healthy,-1.093914934673704
4,8,36,33,Healthy,-0.9413647106077638
4,8,36,33,Healthy,-0.9845224979168027
4,8,36,33,Healthy,-1.0027515639661446
4,8,36,33,Healthy,-1.0088235712504443
4,8,36,33,Healthy,-0.9487596456064978
4,8,36,33,Healthy,0.10202252208932215
4,8,36,33,Healthy,-0.8350877967843485
4,8,36,33,Healthy,-0.7896797181242695
4,8,36,33,Healthy,-0.738850242468736
4,8,36,33,Healthy,-0.7617774810473015
4,8,36,33,Healthy,-0.6131612096166021
4,8,36,33,Healthy,-0.5357481771788505
4,8,36,33,Healthy,-0.5143272185819202
4,8,36,33,Healthy,0.47529211891978085
4,8,36,33,Healthy,-0.39103572691183286
4,8,36,33,Healthy,-0.35907966402287533
4,8,36,33,Healthy,-0.26460464628861863
4,8,36,33,Healthy,-0.22595976083945524
4,8,36,33,Healthy,-0.06430157257869105
4,8,36,33,Healthy,8.070077670350255e-05
4,8,36,33,Healthy,0.06357190148546349
4,8,36,33,Healthy,1.181091707480518
4,8,36,33,Healthy,0.2408425510011099
4,8,36,33,Healthy,0.34028560984310124
4,8,36,33,Healthy,0.3825854582832057
4,8,36,33,Healthy,0.4501056625186571
4,8,36,33,Healthy,0.45617372261104155
4,8,36,33,Healthy,0.5938886774377469
4,8,36,33,Healthy,0.5568693847231416
4,8,36,33,Healthy,1.801353328572286
4,8,36,33,Healthy,0.7157716361015295
4,8,36,33,Healthy,0.8493898761276892
4,8,36,33,Healthy,0.8998530480479062
4,8,36,33,Healthy,0.8485583683775783
4,8,36,33,Healthy,0.9843397102063944
4,8,36,33,Healthy,0.9314820472763538
4,8,36,33,Healthy,0.8569342748542155
4,8,36,33,Healthy,2.0536220984737823
4,8,36,33,Healthy,0.9880301909614226
4,8,36,34,Healthy,0.9640291724949916
4,8,36,34,Healthy,0.9645743343475636
4,8,36,34,Healthy,0.9554380400756798
4,8,36,34,Healthy,0.979111481705551
4,8,36,34,Healthy,0.9970204382708179
4,8,36,34,Healthy,0.8644124160224642
4,8,36,34,Healthy,1.8914936537031097
4,8,36,34,Healthy,0.8393381588173024
4,8,36,34,Healthy,0.8059971486713584
4,8,36,34,Healthy,0.8287671645732424
4,8,36,34,Healthy,0.6923307983622518
4,8,36,34,Healthy,0.7064850450318583
4,8,36,34,Healthy,0.6121041334619596
4,8,36,34,Healthy,0.5996385650041719
4,8,36,34,Healthy,1.4752860755503399
4,8,36,34,Healthy,0.3706906770115507
4,8,36,34,Healthy,0.27725623572851055
4,8,36,34,Healthy,0.20711092972589248
4,8,36,34,Healthy,0.12601691258135236
4,8,36,34,Healthy,0.03483427666781745
4,8,36,34,Healthy,0.010694588827706618
4,8,36,34,Healthy,-0.06830653843129048
4,8,36,34,Healthy,0.8687720814803948
4,8,36,34,Healthy,-0.19432162457120566
4,8,36,34,Healthy,-0.3580152808922031
4,8,36,34,Healthy,-0.38118148068321756
4,8,36,34,Healthy,-0.406876073624425
4,8,36,34,Healthy,-0.5458365779819627
4,8,36,34,Healthy,-0.6863078883782777
4,8,36,34,Healthy,-0.6390355804842348
4,8,36,34,Healthy,0.3129601794485041
4,8,36,34,Healthy,-0.6598206776310408
4,8,36,34,Healthy,-0.840356600993966
4,8,36,34,Healthy,-0.9131810343182272
4,8,36,34,Healthy,-0.9725871217396135
4,8,36,34,Healthy,-0.9201538359767892
4,8,36,34,Healthy,-0.8791553839600893
4,8,36,34,Healthy,-0.9950668450248034
4,8,36,34,Healthy,0.07818654933836142
4,8,36,34,Healthy,-0.9860078850870256
4,8,36,34,Healthy,-1.0301399811145269
4,8,36,34,Healthy,-0.9981455408361741
4,8,36,34,Healthy,-1.010090858788211
4,8,36,34,Healthy,-0.9818041161424926
4,8,36,34,Healthy,-0.9770425315024768
4,8,36,34,Healthy,-0.8757736669326946
4,8,36,34,Healthy,0.022325669772752244
4,8,36,34,Healthy,-0.8335234189277132
4,8,36,34,Healthy,-0.7804265372486722
4,8,36,34,Healthy,-0.7389866525841776
4,8,36,34,Healthy,-0.6432983637795954
4,8,36,34,Healthy,-0.6279375174393905
4,8,36,34,Healthy,-0.5326675676666601
4,8,36,34,Healthy,-0.5454977274422018
4,8,36,34,Healthy,0.5565583265843804
4,8,36,34,Healthy,-0.35755333385115073
4,8,36,34,Healthy,-0.33759107747570555
4,8,36,34,Healthy,-0.3120543473873539
4,8,36,34,Healthy,-0.13482523803774793
4,8,36,34,Healthy,-0.08699085781037039
4,8,36,34,Healthy,0.018353655529626648
4,8,36,34,Healthy,0.042596972368753955
4,8,36,34,Healthy,1.1874706328289126
4,8,36,34,Healthy,0.20908489490506924
4,8,36,34,Healthy,0.2948733404252324
4,8,36,34,Healthy,0.47325769708684945
4,8,36,34,Healthy,0.47113544626832193
4,8,36,34,Healthy,0.5158054747407174
4,8,36,34,Healthy,0.583064955105189
4,8,36,34,Healthy,0.6500128911998753
4,8,36,34,Healthy,1.7133181581077042
4,8,36,34,Healthy,0.766758999720355
4,8,36,34,Healthy,0.8585200257215688
4,8,36,34,Healthy,0.9085850690557127
4,8,36,34,Healthy,0.7973371121531407
4,8,36,34,Healthy,0.9707425223484158
4,8,36,34,Healthy,0.9782006994077799
4,8,36,34,Healthy,0.8914610894601783
4,8,36,34,Healthy,2.048623572513151
4,8,36,34,Healthy,0.9759369104500036
4,8,36,34,Healthy,0.9976392653656252
4,8,36,34,Healthy,0.9966167811359721
4,8,36,34,Healthy,1.0119832467465444
4,8,36,34,Healthy,1.0007517733193567
4,8,36,34,Healthy,1.0541344702463853
4,8,36,34,Healthy,0.9018125690066952
4,8,36,34,Healthy,1.8971145986610278
4,8,36,34,Healthy,0.9370091145340056
4,8,36,34,Healthy,0.7235754298319985
4,8,36,34,Healthy,0.8585025437458229
4,8,36,34,Healthy,0.7612386880703603
4,8,36,34,Healthy,0.7054784423273858
4,8,36,34,Healthy,0.5850937522762806
4,8,36,34,Healthy,0.5700441984906807
4,8,36,34,Healthy,1.454492199990183
4,8,36,34,Healthy,0.383281541111326
4,8,36,34,Healthy,0.2787763483222247
4,8,36,34,Healthy,0.3215672747231063
4,8,36,34,Healthy,0.14107945801829955
4,8,36,34,Healthy,0.10541919776529884
4,8,36,35,Healthy,-0.07160122714033022
4,8,36,35,Healthy,-0.04460513616691274
4,8,36,35,Healthy,0.783661528576648
4,8,36,35,Healthy,-0.3547042418646241
4,8,36,35,Healthy,-0.30831733953552715
4,8,36,35,Healthy,-0.32422431434231946
4,8,36,35,Healthy,-0.5053334335397244
4,8,36,35,Healthy,-0.48490457320078156
4,8,36,35,Healthy,-0.6933226806611626
4,8,36,35,Healthy,-0.6426080316811505
4,8,36,35,Healthy,0.19347299571493043
4,8,36,35,Healthy,-0.7582766605734086
4,8,36,35,Healthy,-0.8095677576788421
4,8,36,35,Healthy,-0.8297694591406777
4,8,36,35,Healthy,-0.8740232488625135
4,8,36,35,Healthy,-0.8986048734435226
4,8,36,35,Healthy,-1.0935416926405324
4,8,36,35,Healthy,-1.025721830629458
4,8,36,35,Healthy,-0.00996987561477445
4,8,36,35,Healthy,-0.9482149756782193
4,8,36,35,Healthy,-0.9672680402872612
4,8,36,35,Healthy,-1.0601579204162004
4,8,36,35,Healthy,-1.0005985128862493
4,8,36,35,Healthy,-0.8867308211097309
4,8,36,35,Healthy,-0.9894536473357736
4,8,36,35,Healthy,-0.8897468223823918
4,8,36,35,Healthy,0.07948256100003218
4,8,36,35,Healthy,-0.8839794026893997
4,8,36,35,Healthy,-0.7969162591004378
4,8,36,35,Healthy,-0.6724487337503201
4,8,36,35,Healthy,-0.6459258160713113
4,8,36,35,Healthy,-0.7057334635127379
4,8,36,35,Healthy,-0.7107516563642625
4,8,36,35,Healthy,-0.5676638332457731
4,8,36,35,Healthy,0.47045128507855555
4,8,36,35,Healthy,-0.4607303344299201
4,8,36,35,Healthy,-0.3423431950201091
4,8,36,35,Healthy,-0.17842656212406396
4,8,36,35,Healthy,-0.12020944234720254
4,8,36,35,Healthy,-0.02674276495725865
4,8,36,35,Healthy,0.038195936106569135
4,8,36,35,Healthy,0.07423342468029061
4,8,36,35,Healthy,1.1608207418436425
4,8,36,35,Healthy,0.31775184586596783
4,8,36,35,Healthy,0.3005653326937593
4,8,36,35,Healthy,0.34848348181422434
4,8,36,35,Healthy,0.46721514724127106
4,8,36,35,Healthy,0.466749062792011
4,8,36,35,Healthy,0.5017441117771485
4,8,36,35,Healthy,0.6533261324636216
4,8,36,35,Healthy,1.672632100847204
4,8,36,35,Healthy,0.6682476670061559
4,8,36,35,Healthy,0.8245484535896779
4,8,36,35,Healthy,0.8054582240322442
4,8,36,35,Healthy,0.9172694057212821
4,8,36,35,Healthy,0.9922045228682292
4,8,36,35,Healthy,1.0126108452077827
4,8,36,35,Healthy,0.8578662455876866
4,8,36,35,Healthy,1.9852508985064643
4,8,36,35,Healthy,1.0283904166769962
4,8,36,35,Healthy,1.0560960561297665
4,8,36,35,Healthy,0.8965329089568687
4,8,36,35,Healthy,0.9565316754135275
4,8,36,35,Healthy,0.9918645165853754
4,8,36,35,Healthy,0.971920865522806
4,8,36,35,Healthy,0.9305655120741811
4,8,36,35,Healthy,1.8980793033131922
4,8,36,35,Healthy,0.7584813881775988
4,8,36,35,Healthy,0.8134450421066419
4,8,36,35,Healthy,0.7248609082596407
4,8,36,35,Healthy,0.7423589102126928
4,8,36,35,Healthy,0.6813721613690313
4,8,36,35,Healthy,0.6290357747569885
4,8,36,35,Healthy,0.5685646300523357
