DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
6,21,11,36,Healthy,0.030646292485209586
6,21,11,36,Healthy,0.10744495045068753
6,21,11,36,Healthy,1.1785013115519765
6,21,11,36,Healthy,0.2025244176161623
6,21,11,36,Healthy,0.22095513160747882
6,21,11,36,Healthy,0.45022580373395027
6,21,11,36,Healthy,0.4297277215118603
6,21,11,36,Healthy,0.5043283078821589
6,21,11,36,Healthy,0.6063555192130748
6,21,11,36,Healthy,0.6278308508754747
6,21,11,36,Healthy,1.7245166480325287
6,21,11,36,Healthy,0.7584695599108702
6,21,11,36,Healthy,0.7700485622735832
6,21,11,36,Healthy,0.7932263342419597
6,21,11,36,Healthy,0.8575020570297381
6,21,11,36,Healthy,0.9321444499945479
6,21,11,36,Healthy,0.9394043385048325
6,21,11,36,Healthy,0.9360086891457784
6,21,11,36,Healthy,1.9659058345424107
6,21,11,36,Healthy,1.020684307180066
6,21,11,36,Healthy,0.8667909172025017
6,21,11,36,Healthy,0.9484938677178183
6,21,11,36,Healthy,0.9991219984519715
6,21,11,36,Healthy,0.9937336071797227
6,21,11,36,Healthy,0.9412669685923706
6,21,11,36,Healthy,0.9660849471150266
6,21,11,36,Healthy,1.8207671539192252
6,21,11,36,Healthy,0.8587634711213875
6,21,11,36,Healthy,0.761005825960082
6,21,11,36,Healthy,0.7301974669661163
6,21,11,36,Healthy,0.7080408700655983
6,21,11,36,Healthy,0.6507820405925213
6,21,11,36,Healthy,0.611607816367038
6,21,11,36,Healthy,0.5240876679040486
6,21,11,36,Healthy,1.48876990956752
6,21,11,36,Healthy,0.42541721411319666
6,21,11,36,Healthy,0.3469580717547479
6,21,11,36,Healthy,0.21049787297345546
6,21,11,36,Healthy,0.21517814608602615
6,21,11,36,Healthy,0.16228932022241024
6,21,11,36,Healthy,-0.05169169501580256
6,21,11,36,Healthy,-0.10398302971133999
6,21,11,36,Healthy,0.7926392227397259
6,21,11,36,Healthy,-0.2078634565744879
6,21,11,36,Healthy,-0.3284766648551713
6,21,11,36,Healthy,-0.4510000784118945
6,21,11,36,Healthy,-0.4325342330093776
6,21,11,36,Healthy,-0.49809642803800885
6,21,11,36,Healthy,-0.6044409618791464
6,21,11,36,Healthy,-0.5887646844866026
6,21,11,36,Healthy,0.3586047107997848
6,21,11,36,Healthy,-0.7369670715585186
6,21,11,36,Healthy,-0.896278535114015
6,21,11,36,Healthy,-0.8210659941132785
6,21,11,36,Healthy,-0.8980540143319453
6,21,11,36,Healthy,-0.9071544588083396
6,21,11,36,Healthy,-0.9251863831837455
6,21,11,36,Healthy,-0.9410152031210542
6,21,11,36,Healthy,-0.12689477227313414
6,21,11,36,Healthy,-0.9577606186340103
6,21,11,36,Healthy,-0.9776171930559567
6,21,11,36,Healthy,-0.9562273364602174
6,21,11,36,Healthy,-0.9750755139272386
6,21,11,36,Healthy,-0.9903654377444793
6,21,11,36,Healthy,-0.9335947500861379
6,21,11,36,Healthy,-1.0115660581308359
6,21,11,36,Healthy,0.16613513299664398
6,21,11,36,Healthy,-0.8326462885802085
6,21,11,36,Healthy,-0.7677347090541008
6,21,11,36,Healthy,-0.7071445035869242
6,21,11,36,Healthy,-0.7771720529969168
6,21,11,36,Healthy,-0.615088715876633
6,21,11,36,Healthy,-0.6031823507825269
6,21,11,36,Healthy,-0.5075566912568817
6,21,11,36,Healthy,0.5369820629475969
6,21,11,36,Healthy,-0.30153290994880155
6,21,11,36,Healthy,-0.3785855872533336
6,21,11,36,Healthy,-0.22995115249560544
6,21,11,36,Healthy,-0.14514868003477083
6,21,11,36,Healthy,-0.061961738691582904
6,21,11,36,Healthy,0.0650453604393157
6,21,11,36,Healthy,0.1465017664513248
6,21,11,36,Healthy,1.1716244532275173
6,21,11,36,Healthy,0.20669728620122838
6,21,11,36,Healthy,0.30533795742531816
6,21,11,36,Healthy,0.32574457009853053
6,21,11,36,Healthy,0.4159345647344029
6,21,11,36,Healthy,0.49933276907037083
6,21,11,36,Healthy,0.6392109108992075
6,21,11,36,Healthy,0.6226689138964624
6,21,11,36,Healthy,1.7127028811638267
6,21,11,36,Healthy,0.6909273708524775
6,21,11,36,Healthy,0.7401794351940667
6,21,11,36,Healthy,0.9138284635294229
6,21,11,36,Healthy,0.9654405153406656
6,21,11,36,Healthy,0.9746817815413529
6,21,11,36,Healthy,0.9584845331534987
6,21,11,36,Healthy,1.035611190979784
6,21,11,36,Healthy,2.0218408680919757
6,21,11,36,Healthy,0.9874428901418978
6,21,11,37,Healthy,0.9625023685097767
6,21,11,37,Healthy,0.9974871980368554
6,21,11,37,Healthy,1.0263446133826017
6,21,11,37,Healthy,1.0760174130240312
6,21,11,37,Healthy,0.9576823021771503
6,21,11,37,Healthy,0.9775946192899855
6,21,11,37,Healthy,1.9332376529544444
6,21,11,37,Healthy,0.7130171478613737
6,21,11,37,Healthy,0.7931663746069773
6,21,11,37,Healthy,0.7026543763133903
6,21,11,37,Healthy,0.7292871265465055
6,21,11,37,Healthy,0.589439018053468
6,21,11,37,Healthy,0.6653979771018543
6,21,11,37,Healthy,0.46915112215786153
6,21,11,37,Healthy,1.4375619994727655
6,21,11,37,Healthy,0.4542248011777073
6,21,11,37,Healthy,0.31652821484855703
6,21,11,37,Healthy,0.24333026192896987
6,21,11,37,Healthy,0.17817793576564686
6,21,11,37,Healthy,0.041861720746904835
