,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.46701400000000004,-1.0641479999999999,2.3736740000000003,0.21846999999999997,0.874376,-0.433287,0.6958,4.071076000000001,-1.228114,-0.587671,0.074675,0.742537
1,0.48332700000000006,-1.0782479999999999,2.285185,0.219757,0.881131,-0.418707,-0.013861000000000002,4.885971,-2.997749,-0.619553,2.4114259999999996,0.482626
2,0.45726999999999995,-1.127307,2.179671,0.189445,0.9032600000000001,-0.385009,-1.8317330000000003,2.352801,-2.235945,0.445137,3.532516,0.409042
3,0.523174,-1.171665,2.219801,0.194166,0.921399,-0.336636,-2.820357,1.05021,0.421896,0.8310870000000001,-0.27839400000000003,-0.010593
4,0.682108,-1.230346,2.358004,0.210508,0.9426049999999999,-0.25919699999999996,-4.143544,2.306869,0.062803,0.5305810000000001,-1.213555,-0.151341
5,0.888115,-1.298835,2.49987,0.208419,0.9632459999999999,-0.169466,-3.803228,3.7505089999999996,-1.343518,0.299989,-0.857716,-0.070493
6,1.124792,-1.380457,2.684109,0.170685,0.9819399999999999,-0.081611,-4.082722,2.100586,-3.01085,0.845459,0.087976,-0.398431
7,1.578665,-1.469549,3.136679,0.10107100000000001,0.9948790000000001,0.000795,-3.9562160000000004,-0.190202,-3.541142,1.192676,1.51655,-0.37961
8,2.606631,-1.474713,-2.128453,0.048908999999999994,0.9953870000000001,0.08253300000000001,-4.195021,1.100005,-2.043648,0.70219,1.8342479999999999,0.010927
9,3.136719,-1.4112120000000001,-1.60569,0.000775,0.987293,0.158907,-3.511482,0.06307,-2.529995,0.455021,0.18269000000000002,-0.8603069999999999
10,-2.9633540000000003,-1.354144,-1.412492,-0.038112,0.9766229999999999,0.211556,-2.187536,-0.303902,-1.684928,0.556331,0.189744,-0.815575
11,-2.893605,-1.317841,-1.3443209999999999,-0.061429,0.9681770000000001,0.24261100000000002,-0.994964,0.65293,-0.9087040000000001,-0.183582,0.44355100000000003,-0.68388
12,-2.819756,-1.327289,-1.2891620000000001,-0.076265,0.970498,0.22872800000000001,1.373787,0.8669030000000001,-0.262181,0.326203,-0.178293,-0.151778
13,-2.771414,-1.359194,-1.249232,-0.07598400000000001,0.9776959999999999,0.1958,1.784018,0.559879,0.50272,0.469233,-0.973316,-0.155288
14,-2.803159,-1.413101,-1.281153,-0.05214,0.987592,0.148134,2.806072,-0.6289140000000001,1.466373,0.7821199999999999,-1.071851,-0.5244770000000001
