,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,2.273023,-1.328792,0.881389,0.182944,0.9708600000000001,0.154789,-0.28405199999999997,0.061986,-0.073982,-0.116873,0.539822,0.07217
1,2.301059,-1.328278,0.9071790000000001,0.178905,0.970736,0.160189,-0.21223000000000003,0.175459,-0.274451,-0.276881,0.192945,0.331205
2,2.327305,-1.331633,0.931968,0.17227,0.9715360000000001,0.16259300000000002,-0.032299,0.03657,-0.32963200000000004,-0.193769,-0.138223,0.31101
3,2.333516,-1.337609,0.940559,0.167054,0.972935,0.159644,0.25330199999999997,-0.20439000000000002,-0.25896199999999997,-0.14499,-0.192249,0.26066
4,2.304948,-1.346501,0.9190139999999999,0.165116,0.974951,0.149004,0.617236,-0.491795,-0.096887,-0.06289700000000001,-0.209036,0.132231
5,2.239361,-1.3561159999999999,0.864237,0.16716199999999998,0.977045,0.132045,0.8228270000000001,-0.627432,0.077775,0.020689,-0.153421,0.013706999999999999
6,2.160377,-1.363918,0.794686,0.170719,0.978677,0.114202,0.795587,-0.47728999999999994,0.116916,0.021817,-0.139047,0.004297
7,2.0887130000000003,-1.370519,0.727774,0.172841,0.9800120000000001,0.098484,0.721417,-0.195523,0.046605,0.037761,-0.066376,-0.0042
8,2.027986,-1.37748,0.666609,0.172374,0.9813719999999999,0.0848,0.686879,0.054421000000000004,-0.09068899999999999,0.040882999999999996,0.164547,0.000466
9,1.9745709999999999,-1.387607,0.6087100000000001,0.167507,0.983268,0.07156699999999999,0.70901,0.234252,-0.325773,0.04575,0.162652,0.013699000000000001
10,1.924522,-1.401167,0.553604,0.158353,0.9856469999999999,0.058473000000000004,0.6955,0.147618,-0.493468,0.08352899999999999,0.144312,0.052503999999999995
11,1.861334,-1.414907,0.49089499999999997,0.148739,0.987874,0.044473,0.701372,-0.194409,-0.48017,0.0075569999999999995,-0.12756800000000001,0.043998
12,1.783532,-1.427335,0.418987,0.139733,0.989727,0.030182999999999998,0.65858,-0.408578,-0.43105600000000005,-0.044579,-0.22308000000000003,0.040893
