Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Total Work,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Grade Adjusted Distance,Average Elapsed Speed,Dirt Distance,Total Steps,Maximum Power 5s,Maximum Power 10s,Maximum Power 30s,Maximum Power 1.0min,Maximum Power 5.0min,Maximum Power 10.0min,Maximum Power 20.0min,Maximum Power 30.0min,Maximum Power 1.0 hr,Maximum Power 1.5 hr,Maximum Power 2.0 hr
2929442069,"13 Dec 2019, 01:46:07",Lunch Ride,Ride,3859,22.97,139.0,11.0,FALSE,,activities/3117764808.csv.gz,84.0,,3811.0,10.199999809265100,5.988999843597410,126.0,120.0,12.0,40.0,16.399999618530300,0.0217667650431394,94.0,58.99114608764650,108.0,105.85943603515600,141.0,20.0,351656.0,,127.0,3860.0,,,,,,,439.2,412.9,342.1,221.2,162.2,136.3,120.8,109.8,105.4,0.0,0.0
2945780637,"20 Dec 2019, 23:05:01",Morning Ride,Ride,4852,29.65,133.0,12.0,FALSE,,activities/3136634767.csv.gz,84.0,,4693.0,14.100000381469700,6.3429999351501500,89.0,95.0,24.0,44.0,15.399999618530300,-0.0101151438429951,83.0,59.96870422363280,103.0,112.48800659179700,148.0,20.0,461703.0,,122.0,4853.0,,,,,,,386.2,342.1,236.1,184.3,150.6,131.4,122.1,120.3,115.6,0.0,0.0
2948028275,"21 Dec 2019, 23:25:29",Morning Ride,Ride,5817,32.38,139.0,19.0,FALSE,,activities/3139195577.csv.gz,84.0,,5601.0,12.0,5.800000190734860,186.0,177.0,-25.0,45.0,15.600000381469700,0.0185283552855253,90.0,58.758060455322300,113.0,104.46622467041000,253.0,20.0,479712.0,,117.0,5795.0,,,,,,,422.6,390.5,265.1,213.3,146.2,135.1,127.5,125.5,110.2,104.7,0.0
2952462113,"24 Dec 2019, 01:19:17",Lunch Ride,Ride,3851,21.68,140.0,11.0,FALSE,,activities/3144285271.csv.gz,84.0,,3816.0,11.399999618530300,5.697000026702880,244.0,242.0,51.0,100.0,18.899999618530300,0.0138338096439838,95.0,59.98857116699220,107.0,110.31062316894500,217.0,24.0,360425.0,,143.0,3852.0,,,,,,,473.0,452.0,303.1,262.0,161.9,146.7,139.7,134.0,112.3,0.0,0.0
2956494096,"26 Dec 2019, 00:09:08",Lunch Ride,Ride,5843,32.36,131.0,14.0,FALSE,,activities/3148981215.csv.gz,80.0,,5740.0,10.899999618530300,5.6570000648498500,195.0,174.0,-125.0,-47.0,43.5,0.0648839026689529,85.0,57.6036491394043,99.0,95.28904724121090,178.0,22.0,469856.0,,110.0,5837.0,,,,,,,404.0,342.9,243.9,208.3,134.7,124.0,119.4,115.5,99.8,96.9,0.0
2961293151,"27 Dec 2019, 23:38:08",Morning Ride,Ride,6953,32.84,139.0,15.0,FALSE,,activities/3154484363.csv.gz,80.0,,5381.0,12.800000190734900,6.111000061035160,233.0,188.0,-4.0,63.0,33.29999923706060,0.1461258381605150,107.0,64.3773422241211,105.0,102.74663543701200,241.0,28.0,460049.0,,125.0,5852.0,,,,,,,463.0,434.3,299.7,255.6,170.2,141.8,137.0,127.5,110.0,102.3,0.0
2969244332,"31 Dec 2019, 01:48:12",Lunch Ride,Ride,5567,34.98,147.0,25.0,FALSE,,activities/3163594852.csv.gz,80.0,,5468.0,12.800000190734900,6.412000179290770,274.0,283.0,10.0,66.0,21.5,-0.0080027664080262,103.0,69.64530944824220,121.0,130.21347045898400,535.0,24.0,593798.0,,150.0,5568.0,,,,,,,487.8,428.9,311.5,278.3,172.1,163.9,156.5,148.3,134.7,130.4,0.0
2974544942,"2 Jan 2020, 03:43:00",Afternoon Ride,Ride,3727,25.22,142.0,14.0,FALSE,,activities/3169611218.csv.gz,80.0,,3712.0,13.199999809265100,6.8460001945495600,140.0,177.0,2.0,54.0,17.5,-0.1625590771436690,99.0,71.95833587646480,117.0,142.30084228515600,319.0,27.0,439224.0,,161.0,3728.0,,,,,,,514.4,445.8,288.2,252.5,185.0,175.4,166.4,153.6,143.4,0.0,0.0
2979711652,"3 Jan 2020, 23:27:55",Morning Ride,Ride,7352,45.79,140.0,25.0,FALSE,,activities/3175444403.csv.gz,80.0,,7336.0,13.0,6.251999855041500,451.0,453.0,28.0,82.0,19.600000381469700,0.0021838448010385,105.0,67.07344055175780,112.0,123.71697998046900,460.0,28.0,756496.0,,144.0,7353.0,,,,,,,396.2,384.7,314.2,278.7,181.8,168.2,154.7,147.9,136.9,129.7,124.6
2982905280,"5 Jan 2020, 01:30:44",Lunch Ride,Ride,5913,34.01,136.0,15.0,FALSE,,activities/3179045206.csv.gz,80.0,,5843.0,16.200000762939500,5.817999839782720,185.0,190.0,-28.0,58.0,17.399999618530300,-0.0117586189880967,99.0,67.99066925048830,101.0,108.20263671875,218.0,12.0,519548.0,,120.0,5914.0,,,,,,,419.8,347.2,252.7,209.0,149.5,134.9,129.5,128.2,115.0,109.4,0.0
2988847700,"6 Jan 2020, 23:16:34",Morning Ride,Ride,7623,47.69,144.0,28.0,FALSE,,activities/3185737014.csv.gz,80.0,,7623.0,13.300000190734900,6.283999919891360,466.0,453.0,69.0,124.0,19.0,0.0335460714995861,103.0,68.61556243896480,114.0,122.37669372558600,544.0,17.0,767761.0,,143.0,7624.0,,,,,,,446.4,413.5,300.8,269.2,168.1,157.7,148.0,142.6,136.6,127.8,124.2
3020535027,"18 Jan 2020, 01:09:07",Lunch Ride,Ride,9744,63.36,137.0,27.0,FALSE,,activities/3221319414.csv.gz,80.0,,8970.0,12.5,7.105000019073490,185.0,157.0,6.0,41.0,10.399999618530300,0.0378792658448219,94.0,74.15400695800780,110.0,121.67343139648400,347.0,29.0,874687.0,,131.0,9739.0,,,,,,,293.2,290.1,257.6,234.2,169.4,160.2,148.2,145.2,136.2,136.1,130.1
3023493805,"18 Jan 2020, 23:26:33",Morning Ride,Ride,5665,37.37,125.0,17.0,FALSE,,activities/3224625345.csv.gz,80.0,,5332.0,9.399999618530270,7.02899980545044,3.0,0.0,59.0,65.0,6.099999904632570,0.0107027711346745,88.0,69.17185974121090,111.0,123.1571273803710,163.0,23.0,555592.0,,126.0,5666.0,,,,,,,267.0,231.7,183.7,162.6,143.8,136.3,135.0,133.9,130.6,121.2,0.0
3029420191,"20 Jan 2020, 23:14:56",Morning Ride,Ride,5664,37.35,151.0,13.0,FALSE,,activities/3231240844.csv.gz,80.0,,5419.0,9.5,6.849999904632570,3.0,0.0,-9.0,-1.0,9.899999618530270,0.0133837629109621,85.0,68.0452880859375,99.0,119.53500366210900,165.0,18.0,555761.0,,127.0,5665.0,,,,,,,272.8,247.5,226.8,192.6,145.4,138.7,135.0,132.8,130.8,119.5,0.0
3031954535,"21 Jan 2020, 20:59:59",Morning Ride,Ride,2669,19.44,141.0,11.0,FALSE,,activities/3234065852.csv.gz,80.0,,2635.0,11.300000190734900,7.455999851226810,51.0,20.0,7.0,43.0,12.0,0.174823373556137,94.0,77.58309173583980,121.0,134.99693298339800,254.0,20.0,286802.0,,148.0,2670.0,,,,,,,327.2,278.6,240.7,211.1,173.6,164.5,159.2,151.5,0.0,0.0,0.0
3037977732,"24 Jan 2020, 00:14:17",Lunch Ride,Ride,5543,37.34,125.0,14.0,FALSE,,activities/3240773289.csv.gz,80.0,,5381.0,8.899999618530270,6.929999828338620,,0.0,26.0,31.0,10.0,-0.0053558996878564,89.0,73.12506866455080,104.0,132.80209350585900,162.0,20.0,593960.0,,142.0,5544.0,,,,,,,295.4,265.2,228.1,204.0,174.0,159.2,152.1,151.1,145.2,132.1,0.0
3040618062,"25 Jan 2020, 02:49:30",Afternoon Ride,Ride,7690,50.89,143.0,31.0,FALSE,,activities/3243747987.csv.gz,80.0,,7340.0,12.0,6.958000183105470,143.0,133.0,0.0,28.0,9.800000190734860,0.0078591639176011,95.0,75.0333023071289,121.0,122.18675231933600,631.0,27.0,727087.0,,132.0,7691.0,,,,,,,374.2,321.7,259.0,218.2,158.4,153.4,145.3,142.7,136.1,131.6,123.3
3047029699,"27 Jan 2020, 00:59:24",Lunch Ride,Ride,5635,37.79,122.0,14.0,FALSE,,activities/3250875085.csv.gz,80.0,,5486.0,10.0,6.892000198364260,6.0,0.0,3.0,13.800000190734900,10.0,0.0238115396350622,86.0,67.86869812011720,101.0,121.91575622558600,164.0,24.0,578866.0,,128.0,5636.0,,,,,,,362.8,266.9,217.2,189.0,147.0,141.2,140.0,137.3,131.4,123.2,0.0
3052585862,"29 Jan 2020, 01:33:10",Lunch Ride,Ride,7903,50.12,134.0,22.0,FALSE,,activities/3257177281.csv.gz,80.0,,7333.0,12.0,6.831999778747560,46.0,31.0,-75.0,-57.0,11.5,0.0199518762528896,88.0,68.92608642578130,110.0,126.2376937866210,280.0,27.0,776760.0,,135.0,7904.0,,,,,,,349.6,326.1,255.1,215.9,175.7,163.1,153.7,150.8,141.7,138.4,127.4
3063507030,"1 Feb 2020, 21:42:49",Elwood Triathlon Bike,Ride,2097,20.21,160.0,60.0,FALSE,Cervelo P2,activities/3269552122.csv.gz,80.0,8.0,2097.0,12.100000381469700,9.637999534606930,16.0,21.0,0.0,9.0,24.399999618530300,-0.0148391434922814,92.0,82.34831237792970,155.0,228.0792694091800,577.0,14.0,403349.0,9.0,231.0,2098.0,0.0,104.0,,,,,473.0,438.5,320.2,292.9,244.6,238.9,233.6,232.9,0.0,0.0,0.0
3070002283,"4 Feb 2020, 03:50:34",Afternoon Ride,Ride,7986,47.71,144.0,29.0,FALSE,Cervelo P2,activities/3276835242.csv.gz,80.0,8.0,7199.0,12.100000381469700,6.6479997634887700,98.0,80.0,-14.0,12.0,18.200000762939500,0.0356297008693218,94.0,73.091796875,121.0,123.10987854003900,587.0,20.0,724249.0,,130.0,7987.0,,,,,,,362.8,263.8,231.5,204.8,162.3,149.6,146.1,140.7,135.8,131.7,122.1
3078436157,"7 Feb 2020, 00:22:14",Lunch Ride,Ride,7998,51.69,140.0,24.0,FALSE,Cervelo P2,activities/3286209492.csv.gz,80.0,8.0,7414.0,11.5,6.999000072479250,176.0,173.0,55.0,83.0,12.300000190734900,0.0077375876717269,98.0,75.4838638305664,113.0,126.36095428466800,342.0,25.0,746630.0,,137.0,7970.0,,,,,,,386.2,327.1,273.2,239.4,164.2,155.3,149.5,148.0,144.0,138.6,127.7
3084157762,"9 Feb 2020, 00:37:01",Lunch Ride,Ride,5705,38.41,139.0,20.0,FALSE,Cervelo P2,activities/3292566893.csv.gz,80.0,8.0,5428.0,10.399999618530300,7.09499979019165,23.0,13.0,-23.0,-6.0,11.800000190734900,0.0338405966758728,94.0,73.35243225097660,118.0,120.30282592773400,340.0,28.0,540973.0,,126.0,5706.0,,,,,,,281.0,224.5,200.3,192.4,156.7,145.7,139.3,134.5,129.8,120.5,0.0
3089493317,"10 Feb 2020, 23:50:17",Morning Ride,Ride,6516,43.18,139.0,20.0,FALSE,Cervelo P2,activities/3298538800.csv.gz,80.0,8.0,5820.0,11.199999809265100,7.452000141143800,83.0,84.0,14.0,45.0,16.899999618530300,-0.0092625180259346,147.0,73.93195343017580,114.0,135.1837158203130,356.0,22.0,794892.0,,145.0,6457.0,,,,,,,439.2,306.2,274.1,226.9,188.5,176.8,169.2,162.5,153.9,141.3,0.0
3095086014,"12 Feb 2020, 23:24:55",Morning Ride,Ride,3678,17.89,146.0,11.0,FALSE,Cervelo P2,activities/3304743586.csv.gz,80.0,8.0,3283.0,14.899999618530300,5.456999778747560,155.0,150.0,31.0,97.0,22.5,0.0614841133356094,99.0,62.59932327270510,111.0,100.2578125,208.0,26.0,272523.0,,130.0,3679.0,,,,,,,413.4,374.4,293.6,253.1,174.6,154.1,129.1,112.5,0.0,0.0,0.0
3095325394,"13 Feb 2020, 02:20:40",Afternoon Ride,Ride,4153,22.52,144.0,13.0,FALSE,Cervelo P2,activities/3305013628.csv.gz,80.0,8.0,3696.0,14.800000190734900,6.102000236511230,166.0,185.0,11.0,77.0,15.899999618530300,-0.0976848676800727,104.0,68.19316864013670,111.0,108.70843505859400,240.0,31.0,329157.0,,134.0,4043.0,,,,,,,402.8,382.7,330.4,252.5,177.3,152.5,127.5,122.9,109.9,0.0,0.0
3100378219,"14 Feb 2020, 23:32:52",Morning Ride,Ride,9466,74.13,133.0,31.0,FALSE,Cervelo P2,activities/3310689216.csv.gz,80.0,8.0,9297.0,10.899999618530300,7.98199987411499,4.0,5.0,-1.0,8.0,14.5,-0.0026976864319294,144.0,70.79598999023440,116.0,147.62277221679700,350.0,16.0,1395488.0,,153.0,9467.0,,,,,,,305.6,286.1,232.9,222.0,173.6,164.1,160.1,157.8,153.1,152.8,152.6
3103648045,"16 Feb 2020, 03:43:38",Afternoon Ride,Ride,5725,42.75,144.0,29.0,FALSE,Cervelo P2,activities/3314378076.csv.gz,80.0,8.0,5561.0,11.100000381469700,7.692999839782720,6.0,0.0,11.0,17.0,6.599999904632570,0.0093551715835928,148.0,72.29743194580080,126.0,133.1256561279300,762.0,26.0,758704.0,,140.0,5726.0,,,,,,,324.8,292.4,243.6,212.4,169.9,154.4,148.3,146.9,143.0,135.5,0.0
3109261475,"17 Feb 2020, 22:31:19",Morning Ride,Ride,5627,40.06,133.0,16.0,FALSE,Cervelo P2,activities/3320653027.csv.gz,80.0,8.0,5486.0,9.899999618530270,7.402999877929690,39.0,46.0,-1.0,12.0,10.800000190734900,-0.0174710862338542,132.0,74.59664154052730,110.0,133.84271240234400,181.0,18.0,742595.0,,140.0,5628.0,,,,,,,371.4,317.4,236.4,212.1,172.7,163.0,159.3,150.2,144.0,133.8,0.0
3115274333,"19 Feb 2020, 23:57:07",Morning Ride,Ride,5827,40.35,149.0,18.0,FALSE,Cervelo P2,activities/3327367405.csv.gz,80.0,8.0,5595.0,11.300000190734900,7.24399995803833,93.0,92.0,35.79999923706060,65.4000015258789,5.699999809265140,-0.0064424369484186,148.0,77.08700561523440,111.0,136.92987060546900,205.0,16.0,758017.0,,144.0,5828.0,,,,,,,463.2,324.2,232.6,196.6,166.7,164.0,156.8,153.5,147.3,139.5,0.0
3120528743,"22 Feb 2020, 01:13:22",Lunch Ride,Ride,1945,13.56,138.0,6.0,FALSE,Cervelo P2,activities/3333235427.csv.gz,80.0,8.0,1886.0,12.800000190734900,7.190999984741210,82.0,83.0,2.400000095367430,25.600000381469700,8.300000190734860,0.0014746326487511,103.0,73.84632873535160,109.0,125.5441436767580,79.0,22.0,187136.0,,139.0,1946.0,,,,,,,382.0,327.3,286.4,256.4,151.2,139.5,130.3,126.0,0.0,0.0,0.0
3129482934,"24 Feb 2020, 22:35:39",Morning Ride,Ride,6091,40.26,143.0,18.0,FALSE,Scultura 5000,activities/3343183303.csv.gz,80.0,8.0,5671.0,11.100000381469700,7.132999897003170,94.0,93.0,0.6000000238418580,28.600000381469700,6.099999904632570,0.0044705946929752,122.0,75.88362121582030,111.0,116.830078125,278.0,23.0,656581.0,,130.0,6092.0,,,,,,,283.8,275.9,250.0,215.0,177.6,156.8,150.8,146.1,133.6,120.3,0.0
3135202335,"26 Feb 2020, 23:42:10",Morning Ride,Ride,6078,41.28,138.0,19.0,FALSE,Cervelo P2,activities/3349503665.csv.gz,80.0,8.0,5643.0,11.800000190734900,7.388999938964840,112.0,102.0,13.600000381469700,44.20000076293950,13.699999809265100,0.0130789242684841,121.0,76.34915924072270,114.0,138.39283752441400,296.0,16.0,1532884.0,,145.0,6052.0,,,,,,,326.6,290.7,231.6,204.8,182.1,168.3,164.8,159.0,153.6,141.1,0.0
3139989517,"28 Feb 2020, 21:43:19",Morning Ride,Ride,3048,19.05,135.0,8.0,FALSE,Cervelo P2,activities/3354849121.csv.gz,80.0,8.0,2828.0,15.800000190734900,6.795000076293950,55.0,59.0,5.599999904632570,35.79999923706060,3.400000095367430,-0.0335831083357334,153.0,74.45689392089840,108.0,114.43855285644500,120.0,14.0,636945.0,,130.0,3036.0,,,,,,,479.4,323.7,223.0,218.5,158.7,147.8,144.4,135.7,0.0,0.0,0.0
3140375952,"29 Feb 2020, 01:22:26",Lunch Ride,Ride,5284,38.01,144.0,23.0,FALSE,Cervelo P2,activities/3355281288.csv.gz,80.0,8.0,5009.0,12.699999809265100,7.638000011444090,147.0,163.0,11.199999809265100,38.59999847412110,16.700000762939500,-0.0405125617980957,231.0,76.5298080444336,121.0,140.2261199951170,508.0,24.0,1386055.0,,153.0,5285.0,,,,,,,451.4,390.6,360.9,264.6,182.7,179.7,165.8,163.7,152.2,0.0,0.0
3143382854,"1 Mar 2020, 00:05:02",Lunch Ride,Ride,5521,38.11,128.0,17.0,FALSE,Cervelo P2,activities/3358622836.csv.gz,80.0,8.0,5472.0,17.700000762939500,7.021999835968020,13.0,4.0,68.4000015258789,78.5999984741211,15.399999618530300,0.0183655694127082,140.0,69.89322662353520,112.0,114.64258575439500,169.0,27.0,1244405.0,,125.0,5522.0,,,,,,,238.6,205.8,182.3,173.7,146.0,133.4,131.2,128.5,123.7,115.8,0.0
3149320714,"3 Mar 2020, 00:22:43",Lunch Ride,Ride,7088,50.87,144.0,25.0,FALSE,Scultura 5000,activities/3365254690.csv.gz,80.0,8.0,6662.0,11.800000190734900,7.660999774932860,187.0,179.0,4.199999809265140,33.400001525878900,6.699999809265140,0.0062902476638555,147.0,77.84974670410160,117.0,152.30491638183600,505.0,17.0,2010874.0,,162.0,7072.0,,,,,,,400.2,344.4,285.3,255.8,196.8,187.1,183.0,179.8,171.7,165.1,0.0
