DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
3,14,37,44,Healthy,-0.04953216057917124
3,14,37,44,Healthy,0.07405300346171007
3,14,37,44,Healthy,1.0682608761199095
3,14,37,44,Healthy,0.2241590766430671
3,14,37,44,Healthy,0.32283268546719823
3,14,37,44,Healthy,0.4099195387049929
3,14,37,44,Healthy,0.5826193184297997
3,14,37,44,Healthy,0.48701688498619516
3,14,37,44,Healthy,0.6474932541602919
3,14,37,44,Healthy,0.6875866453655398
3,14,37,44,Healthy,1.660491223280726
3,14,37,44,Healthy,0.7312287271375799
3,14,37,44,Healthy,0.7588855363284904
3,14,37,44,Healthy,0.8492844944113686
3,14,37,44,Healthy,0.890891819970003
3,14,37,44,Healthy,0.8020349809166228
3,14,37,44,Healthy,0.961827579046829
3,14,37,44,Healthy,0.9425553276544395
3,14,37,44,Healthy,2.0450862408052504
3,14,37,44,Healthy,0.9472584637044064
3,14,37,44,Healthy,0.9677963184217067
3,14,37,44,Healthy,0.9406320252568859
3,14,37,44,Healthy,1.0624998761537687
3,14,37,44,Healthy,0.9988931834957663
3,14,37,44,Healthy,1.0135914941432174
3,14,37,44,Healthy,0.8948029916858947
3,14,37,44,Healthy,1.8722706285013353
3,14,37,44,Healthy,0.9322195679187186
3,14,37,44,Healthy,0.8153784774163338
3,14,37,44,Healthy,0.7733354909795058
3,14,37,44,Healthy,0.7447318575429485
3,14,37,44,Healthy,0.610580591751778
3,14,37,44,Healthy,0.7212940109836091
3,14,37,44,Healthy,0.45218261156972944
3,14,37,44,Healthy,1.4512967244408357
3,14,37,44,Healthy,0.36510964476584773
3,14,37,44,Healthy,0.28597420422585185
3,14,37,44,Healthy,0.2911045713011715
3,14,37,44,Healthy,0.08464844497673887
3,14,37,44,Healthy,0.05655494695264728
3,14,37,44,Healthy,0.014857971769115798
3,14,37,44,Healthy,-0.06133410116003435
3,14,37,44,Healthy,0.9406452025009149
3,14,37,44,Healthy,-0.2996369853171189
3,14,37,44,Healthy,-0.2791699217294196
3,14,37,44,Healthy,-0.36650868631966255
3,14,37,44,Healthy,-0.4079506919467514
3,14,37,44,Healthy,-0.5042273366082739
3,14,37,44,Healthy,-0.6008892777386694
3,14,37,44,Healthy,-0.7366827254156182
3,14,37,44,Healthy,0.27232794872123595
3,14,37,44,Healthy,-0.7289412516915572
3,14,37,44,Healthy,-0.8605372749801045
3,14,37,44,Healthy,-0.7605227026397186
3,14,37,44,Healthy,-0.9130505244004141
3,14,37,44,Healthy,-0.9612860691182702
