DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
3,7,48,0,Healthy,0.02814879906258566
3,7,48,0,Healthy,0.045556337662719826
3,7,48,0,Healthy,1.2055017246340782
3,7,48,0,Healthy,0.28385599447777715
3,7,48,0,Healthy,0.2973708352727212
3,7,48,0,Healthy,0.44034661612217385
3,7,48,0,Healthy,0.4924212033891271
3,7,48,0,Healthy,0.4937599631116506
3,7,48,0,Healthy,0.5681265531825643
3,7,48,0,Healthy,0.7107188833142072
3,7,48,0,Healthy,1.7159488409475592
3,7,48,0,Healthy,0.7077509758999443
3,7,48,0,Healthy,0.7455932777302549
3,7,48,0,Healthy,0.8320377960392136
3,7,48,0,Healthy,0.8970841262049626
3,7,48,0,Healthy,0.9155794417724443
3,7,48,0,Healthy,0.8822793999837711
3,7,48,0,Healthy,0.9188903259987453
3,7,48,0,Healthy,1.9516098631095473
3,7,48,0,Healthy,1.0590336044981763
3,7,48,0,Healthy,1.0094713229275734
3,7,48,0,Healthy,0.9828909168673914
3,7,48,0,Healthy,1.011647193665438
3,7,48,0,Healthy,0.998868115731005
3,7,48,0,Healthy,0.9746303612542955
3,7,48,0,Healthy,0.911276490713681
3,7,48,0,Healthy,1.826600763568545
3,7,48,0,Healthy,0.733483474423557
3,7,48,0,Healthy,0.7679959128293202
3,7,48,0,Healthy,0.6882138739604877
3,7,48,0,Healthy,0.6683073353145719
3,7,48,0,Healthy,0.6399328551009293
3,7,48,0,Healthy,0.5678251850192659
3,7,48,0,Healthy,0.4612622014035466
3,7,48,0,Healthy,1.4164911468940566
3,7,48,0,Healthy,0.41618432702235075
3,7,48,0,Healthy,0.23737474483869925
3,7,48,0,Healthy,0.22991190980855333
3,7,48,0,Healthy,0.20208107180387191
3,7,48,0,Healthy,0.0847675626662778
3,7,48,0,Healthy,0.021650387587748315
3,7,48,0,Healthy,-0.10566625624308924
3,7,48,0,Healthy,0.888798372932786
3,7,48,0,Healthy,-0.2599482857784309
3,7,48,0,Healthy,-0.3413253381386073
3,7,48,0,Healthy,-0.3742616576940794
3,7,48,0,Healthy,-0.4195592086453461
3,7,48,0,Healthy,-0.5926093495410449
3,7,48,0,Healthy,-0.5727042477851245
3,7,48,0,Healthy,-0.7027583234960719
3,7,48,0,Healthy,0.29014101641029283
3,7,48,0,Healthy,-0.717169522365427
3,7,48,0,Healthy,-0.832357899352753
3,7,48,0,Healthy,-0.8443321467945852
3,7,48,0,Healthy,-0.9245646845594493
3,7,48,0,Healthy,-0.9462497731896998
3,7,48,0,Healthy,-0.989186326977428
3,7,48,0,Healthy,-1.0138184653416256
3,7,48,0,Healthy,-0.015435263071466046
3,7,48,0,Healthy,-0.9610234700808038
3,7,48,0,Healthy,-0.9903220109116624
3,7,48,0,Healthy,-1.0692891780171865
3,7,48,0,Healthy,-1.0407669288195687
3,7,48,0,Healthy,-0.9200128095246335
3,7,48,0,Healthy,-0.9659728338909765
3,7,48,0,Healthy,-1.001231930970303
3,7,48,0,Healthy,-0.003963912120836466
3,7,48,0,Healthy,-0.8771426934316776
3,7,48,0,Healthy,-0.7934870628719134
3,7,48,0,Healthy,-0.7154615756307201
3,7,48,0,Healthy,-0.7398640083172102
3,7,48,0,Healthy,-0.6601699060241831
3,7,48,0,Healthy,-0.4832549364966935
3,7,48,0,Healthy,-0.5472484228427225
3,7,48,0,Healthy,0.5955963407066627
3,7,48,0,Healthy,-0.37082062867247
3,7,48,0,Healthy,-0.3025692496400442
3,7,48,0,Healthy,-0.25171233454105557
3,7,48,0,Healthy,-0.21863186069000204
3,7,48,0,Healthy,-0.0457979794547937
3,7,48,0,Healthy,0.011866955340875942
3,7,48,0,Healthy,0.16296881564432547
3,7,48,0,Healthy,1.1316297399406683
3,7,48,0,Healthy,0.26431303148806046
3,7,48,0,Healthy,0.28521034657541866
3,7,48,0,Healthy,0.37373310521576364
3,7,48,0,Healthy,0.4306778266622897
3,7,48,0,Healthy,0.49234901342219806
3,7,48,0,Healthy,0.5425332730956616
3,7,48,0,Healthy,0.6561777472043122
3,7,48,0,Healthy,1.733410840870194
3,7,48,0,Healthy,0.8709981662413193
3,7,48,0,Healthy,0.8057608866256311
3,7,48,0,Healthy,0.8287295924233394
3,7,48,0,Healthy,0.9346666647920933
3,7,48,0,Healthy,0.874254277331835
3,7,48,0,Healthy,0.9536001884403021
3,7,48,0,Healthy,1.0676415745998897
3,7,48,0,Healthy,2.009872391387795
3,7,48,0,Healthy,1.0053837946462982
3,7,48,1,Healthy,1.0092358669266739
3,7,48,1,Healthy,0.9683643450997769
3,7,48,1,Healthy,0.9893703728158036
3,7,48,1,Healthy,0.8863823916958551
3,7,48,1,Healthy,0.8682111516954687
3,7,48,1,Healthy,0.9694829784175989
3,7,48,1,Healthy,1.9884492540940346
3,7,48,1,Healthy,0.9072352657948524
3,7,48,1,Healthy,0.7792933035867925
3,7,48,1,Healthy,0.6941218840516014
3,7,48,1,Healthy,0.7396615736006594
3,7,48,1,Healthy,0.6924200506000219
3,7,48,1,Healthy,0.6811136414399669
3,7,48,1,Healthy,0.5891776314290208
3,7,48,1,Healthy,1.4504537769869577
3,7,48,1,Healthy,0.46101455503346783
3,7,48,1,Healthy,0.2604735231688851
3,7,48,1,Healthy,0.28019608542758057
3,7,48,1,Healthy,0.15260653669021346
3,7,48,1,Healthy,0.04988705575713096
3,7,48,1,Healthy,0.013423575649563337
3,7,48,1,Healthy,-0.03510704643593031
3,7,48,1,Healthy,0.8541488475768481
3,7,48,1,Healthy,-0.3332166795927996
3,7,48,1,Healthy,-0.2560143924184278
3,7,48,1,Healthy,-0.3336991352431001
3,7,48,1,Healthy,-0.38881610764802266
3,7,48,1,Healthy,-0.46643678429732816
3,7,48,1,Healthy,-0.6076240681076853
3,7,48,1,Healthy,-0.6761412568993309
3,7,48,1,Healthy,0.30547757053937
3,7,48,1,Healthy,-0.65663842287063
3,7,48,1,Healthy,-0.8455519382360408
3,7,48,1,Healthy,-0.7635814329574373
3,7,48,1,Healthy,-0.9822388182995451
3,7,48,1,Healthy,-0.9307672392782903
3,7,48,1,Healthy,-0.9129775244394457
3,7,48,1,Healthy,-0.9544479611515657
3,7,48,1,Healthy,0.06876411553321363
3,7,48,1,Healthy,-0.9617745848753528
3,7,48,1,Healthy,-1.0476449636155205
3,7,48,1,Healthy,-0.9918747566652161
3,7,48,1,Healthy,-1.0023687425607715
3,7,48,1,Healthy,-0.9675788211843772
3,7,48,1,Healthy,-1.0065223455892545
3,7,48,1,Healthy,-0.8885807388056559
3,7,48,1,Healthy,0.10335165633534582
3,7,48,1,Healthy,-0.8717790268557969
3,7,48,1,Healthy,-0.7771710520063881
3,7,48,1,Healthy,-0.7339549502780653
3,7,48,1,Healthy,-0.680497395598935
3,7,48,1,Healthy,-0.6045732698234079
3,7,48,1,Healthy,-0.6600577615619405
3,7,48,1,Healthy,-0.5358199424405969
3,7,48,1,Healthy,0.622364128171592
3,7,48,1,Healthy,-0.41923139933071696
3,7,48,1,Healthy,-0.1950786220636646
3,7,48,1,Healthy,-0.20196134522735815
3,7,48,1,Healthy,-0.13672924964250918
3,7,48,1,Healthy,-0.05004586832232305
3,7,48,1,Healthy,0.13481495761359044
3,7,48,1,Healthy,-0.0349673634388738
3,7,48,1,Healthy,1.2347576761974348
3,7,48,1,Healthy,0.26641937373545926
3,7,48,1,Healthy,0.21787621149300798
3,7,48,1,Healthy,0.3773287722422928
3,7,48,1,Healthy,0.38690663982799123
3,7,48,1,Healthy,0.5020016354655019
3,7,48,1,Healthy,0.6387455860977161
3,7,48,1,Healthy,0.6237784877698085
3,7,48,1,Healthy,1.715955785012301
3,7,48,1,Healthy,0.6191666697869098
3,7,48,1,Healthy,0.7711360812859266
3,7,48,1,Healthy,0.9273920478238193
3,7,48,1,Healthy,1.0007705275782632
3,7,48,1,Healthy,0.8930672255926438
3,7,48,1,Healthy,0.979291379079234
3,7,48,1,Healthy,1.076033890197189
3,7,48,1,Healthy,2.0144585611412644
3,7,48,1,Healthy,0.9897384383520152
3,7,48,1,Healthy,0.9638165547946137
3,7,48,1,Healthy,1.0356994842861489
3,7,48,1,Healthy,0.9929239357234251
3,7,48,1,Healthy,0.9191398587464885
3,7,48,1,Healthy,0.944949336831459
3,7,48,1,Healthy,0.8904028135455393
3,7,48,1,Healthy,1.8906078197087035
3,7,48,1,Healthy,0.9304716948039857
3,7,48,1,Healthy,0.8577502084477656
3,7,48,1,Healthy,0.8038259209477286
3,7,48,1,Healthy,0.6587694549370532
3,7,48,1,Healthy,0.7310957286239834
3,7,48,1,Healthy,0.5193266739558611
3,7,48,1,Healthy,0.577016240545983
3,7,48,1,Healthy,1.4847269024660124
3,7,48,1,Healthy,0.40264928844480874
3,7,48,1,Healthy,0.28136556952598346
3,7,48,1,Healthy,0.2654750434112787
3,7,48,1,Healthy,0.18592512231768255
3,7,48,1,Healthy,0.05003368554373453
3,7,48,2,Healthy,-0.07064061788185659
3,7,48,2,Healthy,-0.05341586373370349
3,7,48,2,Healthy,0.9422229601258432
3,7,48,2,Healthy,-0.25240335166131944
3,7,48,2,Healthy,-0.39857603612625137
3,7,48,2,Healthy,-0.4178356647014263
3,7,48,2,Healthy,-0.4232380241306927
3,7,48,2,Healthy,-0.5079277702256804
3,7,48,2,Healthy,-0.5937253961643488
3,7,48,2,Healthy,-0.6605010433814079
3,7,48,2,Healthy,0.2380069195601695
3,7,48,2,Healthy,-0.7461745200007224
3,7,48,2,Healthy,-0.7183372037222091
3,7,48,2,Healthy,-0.8600818670935821
3,7,48,2,Healthy,-0.924812090745201
3,7,48,2,Healthy,-0.8775918983535027
3,7,48,2,Healthy,-0.9511798165134538
3,7,48,2,Healthy,-0.938028364983027
3,7,48,2,Healthy,-0.026053012760633182
3,7,48,2,Healthy,-1.0343965011824536
3,7,48,2,Healthy,-0.9783678854251194
3,7,48,2,Healthy,-1.0575291313017525
3,7,48,2,Healthy,-0.982220847241402
3,7,48,2,Healthy,-1.0076220520371306
3,7,48,2,Healthy,-0.892847712085191
3,7,48,2,Healthy,-0.952275683837485
3,7,48,2,Healthy,0.10504315863518704
3,7,48,2,Healthy,-0.925946761768809
3,7,48,2,Healthy,-0.7950771920738573
3,7,48,2,Healthy,-0.7712072495239889
3,7,48,2,Healthy,-0.7945001526531553
3,7,48,2,Healthy,-0.6569438561347463
3,7,48,2,Healthy,-0.4823872688365128
3,7,48,2,Healthy,-0.48946617387827274
3,7,48,2,Healthy,0.5923262631224091
3,7,48,2,Healthy,-0.34460654998049467
3,7,48,2,Healthy,-0.2792351194083721
3,7,48,2,Healthy,-0.18824328565485904
3,7,48,2,Healthy,-0.04758501427614176
3,7,48,2,Healthy,-0.08067400585720416
3,7,48,2,Healthy,0.015035703533960013
3,7,48,2,Healthy,0.05600921504143626
3,7,48,2,Healthy,1.1080957526866366
3,7,48,2,Healthy,0.2605708300213339
3,7,48,2,Healthy,0.2800585593128997
3,7,48,2,Healthy,0.3722958158177521
3,7,48,2,Healthy,0.43569535870997483
3,7,48,2,Healthy,0.40623777597187516
3,7,48,2,Healthy,0.551244277155093
3,7,48,2,Healthy,0.6945774436128013
3,7,48,2,Healthy,1.6903513053025545
3,7,48,2,Healthy,0.6330767619697055
3,7,48,2,Healthy,0.8297690355798082
3,7,48,2,Healthy,0.8595110460015031
3,7,48,2,Healthy,0.8983395151932829
3,7,48,2,Healthy,0.91491750582406
3,7,48,2,Healthy,0.8989453986602924
3,7,48,2,Healthy,0.9770945428951624
3,7,48,2,Healthy,1.9607500654728098
3,7,48,2,Healthy,0.941546610851211
3,7,48,2,Healthy,1.1030526804294356
3,7,48,2,Healthy,1.0622275404310126
3,7,48,2,Healthy,1.022961133389118
3,7,48,2,Healthy,1.0481823084037496
3,7,48,2,Healthy,1.0177692539471117
3,7,48,2,Healthy,0.9154654478301716
3,7,48,2,Healthy,1.8959262504272334
3,7,48,2,Healthy,0.7876370742437213
3,7,48,2,Healthy,0.823489613842294
3,7,48,2,Healthy,0.8023423102858078
3,7,48,2,Healthy,0.7372931504604014
3,7,48,2,Healthy,0.7042076355877578
3,7,48,2,Healthy,0.6275213627824612
3,7,48,2,Healthy,0.4981056679326627
3,7,48,2,Healthy,1.4963105641676033
3,7,48,2,Healthy,0.40380927277440376
3,7,48,2,Healthy,0.3628924717657577
3,7,48,2,Healthy,0.21587157851803848
3,7,48,2,Healthy,0.10462285496421564
3,7,48,2,Healthy,0.013147794733742724
3,7,48,2,Healthy,0.03726967038040759
3,7,48,2,Healthy,-0.01807123841589576
3,7,48,2,Healthy,0.8139524656749529
3,7,48,2,Healthy,-0.3078581207930435
3,7,48,2,Healthy,-0.28562924059079464
3,7,48,2,Healthy,-0.4193869970772776
3,7,48,2,Healthy,-0.41967263003614297
3,7,48,2,Healthy,-0.5676811843480949
3,7,48,2,Healthy,-0.5721085910187244
3,7,48,2,Healthy,-0.6555384557659512
3,7,48,2,Healthy,0.3527683326806439
3,7,48,2,Healthy,-0.7481110117611757
3,7,48,2,Healthy,-0.7445838242616656
3,7,48,2,Healthy,-0.9595475127899122
3,7,48,2,Healthy,-0.8986949145199047
3,7,48,2,Healthy,-0.9554680560709398
3,7,48,2,Healthy,-0.9468481862715106
3,7,48,2,Healthy,-0.9376353147303428
3,7,48,2,Healthy,0.03433930720679501
3,7,48,2,Healthy,-1.0347071051208814
3,7,48,3,Healthy,-0.8602106513280952
3,7,48,3,Healthy,-1.0339121947485066
3,7,48,3,Healthy,-0.9041714889712791
3,7,48,3,Healthy,-1.0191409717770248
3,7,48,3,Healthy,-0.9314589942550866
3,7,48,3,Healthy,-0.900794428967139
3,7,48,3,Healthy,0.05374598106479084
3,7,48,3,Healthy,-0.8473175865287687
3,7,48,3,Healthy,-0.7849258627767167
3,7,48,3,Healthy,-0.762240276263896
3,7,48,3,Healthy,-0.67197956553469
3,7,48,3,Healthy,-0.6797211782750157
3,7,48,3,Healthy,-0.6391472963412076
3,7,48,3,Healthy,-0.522009062213691
3,7,48,3,Healthy,0.5923901999434291
3,7,48,3,Healthy,-0.5020531000191077
3,7,48,3,Healthy,-0.35671852081416666
3,7,48,3,Healthy,-0.23655527258742226
3,7,48,3,Healthy,-0.11186818740839158
3,7,48,3,Healthy,-0.10359563087931564
3,7,48,3,Healthy,0.08470766070247375
3,7,48,3,Healthy,0.002047591868173923
3,7,48,3,Healthy,1.1272509052180095
3,7,48,3,Healthy,0.319154776399217
3,7,48,3,Healthy,0.355874978313142
3,7,48,3,Healthy,0.3978919290678339
3,7,48,3,Healthy,0.46298670841648437
3,7,48,3,Healthy,0.5682352400326777
3,7,48,3,Healthy,0.6554311973746276
3,7,48,3,Healthy,0.6549989489065055
3,7,48,3,Healthy,1.7332200531781625
3,7,48,3,Healthy,0.7266918756310818
3,7,48,3,Healthy,0.8002949979295779
3,7,48,3,Healthy,0.7724607971303331
3,7,48,3,Healthy,1.0000498433968041
3,7,48,3,Healthy,1.0322796041793338
3,7,48,3,Healthy,1.0334708554566157
