DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
5,14,34,2,Healthy,0.029764003585442747
5,14,34,2,Healthy,0.030490888013528672
5,14,34,2,Healthy,1.0956575934967798
5,14,34,2,Healthy,0.19395435046275283
5,14,34,2,Healthy,0.32298353929738205
5,14,34,2,Healthy,0.3838890055055885
5,14,34,2,Healthy,0.47513000189261617
5,14,34,2,Healthy,0.6307749244279213
5,14,34,2,Healthy,0.6210337743323242
5,14,34,2,Healthy,0.646510802369004
5,14,34,2,Healthy,1.730959845084948
5,14,34,2,Healthy,0.7496739438659078
5,14,34,2,Healthy,0.7881506058940224
5,14,34,2,Healthy,0.8365751786793713
5,14,34,2,Healthy,0.9159801386139514
5,14,34,2,Healthy,0.9161545412514795
5,14,34,2,Healthy,0.9664195565767804
5,14,34,2,Healthy,0.9344404447165074
5,14,34,2,Healthy,1.9945315060400717
5,14,34,2,Healthy,0.9669908365830728
5,14,34,2,Healthy,0.9949314391739594
5,14,34,2,Healthy,0.98883548171607
5,14,34,2,Healthy,0.9683834953682864
5,14,34,2,Healthy,0.9182478032843623
5,14,34,2,Healthy,0.9641696037360797
5,14,34,2,Healthy,0.9744413361593809
5,14,34,2,Healthy,1.8508558531841628
5,14,34,2,Healthy,0.8104702954004256
5,14,34,2,Healthy,0.7885911981398781
5,14,34,2,Healthy,0.8286440471704923
5,14,34,2,Healthy,0.7058629200497917
5,14,34,2,Healthy,0.5680219568962288
5,14,34,2,Healthy,0.569924414175915
5,14,34,2,Healthy,0.5331199457179537
5,14,34,2,Healthy,1.4004322570893757
5,14,34,2,Healthy,0.3740195654291264
5,14,34,2,Healthy,0.33039747800600894
5,14,34,2,Healthy,0.20524434204052067
5,14,34,2,Healthy,0.156060753253628
5,14,34,2,Healthy,0.09345541303176241
5,14,34,2,Healthy,-0.005958389244422354
5,14,34,2,Healthy,-0.08335629660690518
5,14,34,2,Healthy,0.8781229746186692
5,14,34,2,Healthy,-0.2687266807213173
5,14,34,2,Healthy,-0.3235979598451121
5,14,34,2,Healthy,-0.3357070543266985
5,14,34,2,Healthy,-0.4052784331576908
