Time, Agent ID, Device Type, Accelerometer X, Accelerometer Y, Accelerometer Z, Gyroscope X, Gyroscope Y, Gyroscope Z, Longitude Degrees, Longitude Minutes, Latitude Degrees, Latitude Minutes, Altitude
23:39:33, Human_0, Phone, -2.211407, 9.764091, 0.3229305, -0.0382723, 278.7404, 0.02193739, -110.9608, 34.30346, 37.07899, 19.86877, 0.9490091
23:39:33, Human_0, SmartWatch, -2.188192, 9.728677, 0.310243, 0.03682904, 278.7112, -0.03958315, -111.0293, 34.30252, 37.03934, 19.8642, 1.419507
23:39:33, Human_1, Phone, 0.08963027, 9.789232, -0.004661553, 358.7241, 62.62985, 12.45024, -111.0947, 34.80519, 37.03496, 20.30479, 0.9574652
23:39:33, Human_1, SmartWatch, 0.02134552, 9.766883, 0.06433842, 17.32289, 46.47057, 63.02656, -111.0247, 34.80315, 36.92619, 20.30685, 1.063952
23:39:33, Human_2, Phone, 0.1071027, 9.747293, 0.1430851, 358.7403, 14.05399, 12.49739, -110.9127, 34.77381, 36.99437, 19.79233, 0.9280788
23:39:33, Human_2, SmartWatch, 0.0956284, 9.760751, -0.3377934, 17.36882, 357.8693, 63.01448, -111.0798, 34.77086, 36.93185, 19.7921, 0.9276577
23:39:33, Human_3, Phone, 1.49194, 9.682437, 1.920022, 339.2831, 44.07376, 3.538513, -110.9742, 34.75174, 36.95079, 20.03906, 0.8332511
23:39:33, Human_3, SmartWatch, 2.072082, 10.01712, 2.978248, 6.237347, 48.53601, 56.93035, -111.0263, 34.74974, 37.04527, 20.04112, 0.981949
23:39:33, Human_4, Phone, 0.2515023, 9.802721, -0.3648225, 1.001461, 195.6898, 9.478571, -110.9349, 35.1199, 37.0472, 20.26497, 0.8575485
23:39:33, Human_4, SmartWatch, 0.3970951, 9.755011, 0.1227156, 16.17649, 182.4402, 62.1023, -110.9001, 35.12281, 37.0892, 20.26497, 1.023739
23:39:33, Human_5, Phone, 0.5264684, 9.802472, -0.2781444, 358.8407, 108.7279, 12.43924, -110.943, 34.67007, 37.0464, 20.34302, 0.9842159
23:39:33, Human_5, SmartWatch, -0.8782666, 9.868609, -0.1660606, 17.32709, 92.5597, 62.87503, -110.9465, 34.6702, 36.99247, 20.34599, 1.08136
23:39:33, Human_6, Phone, -1.273335, 9.728289, 0.06767318, 358.8713, 109.752, 10.10596, -111.0235, 34.48726, 36.94825, 20.14664, 0.9607327
23:39:33, Human_7, Phone, -2.234622, 9.756934, -1.10041, 348.8736, 177.3722, 2.987427, -111.0132, 34.80711, 36.96631, 20.14961, 0.9687241
23:39:33, Human_7, SmartWatch, -1.975471, 9.830422, -0.6879187, 12.37031, 151.9686, 59.15408, -111.0728, 34.80964, 37.03311, 20.1503, 0.9439424
23:39:33, Human_8, Phone, 1.97831, 9.710498, -1.757747, 1.342544, 162.0248, 6.817923, -110.9588, 34.97669, 36.978, 20.12924, 0.9899368
23:39:33, Human_8, SmartWatch, 1.742417, 9.776871, -0.01061229, 16.84532, 154.1919, 60.40022, -110.951, 34.97909, 36.93772, 20.13107, 1.054486
23:39:33, Human_9, Phone, 0.004161961, 9.796928, 2.070453, 358.8868, 177.5714, 12.43708, -110.9653, 34.72143, 36.99444, 20.37529, 0.938685
23:39:33, Human_9, SmartWatch, 1.863721, 9.842787, -2.762497, 17.27625, 161.4105, 62.99966, -110.9187, 34.72422, 36.90151, 20.37621, 1.056028
23:39:33, Human_10, Phone, -2.134698, 10.02072, -0.1702281, 354.5676, 278.8616, 5.687999, -110.9123, 34.70966, 37.06911, 20.12169, 0.92891
23:39:33, Human_10, SmartWatch, 0.1216134, 9.849257, -0.134951, 9.221478, 275.7585, 61.93163, -110.9012, 34.70971, 36.94542, 20.11894, 1.07917
23:39:33, Human_11, Phone, -0.9081387, 9.92955, 0.8551657, 346.4285, 15.80915, 1.433241, -111.0576, 34.59872, 36.96388, 20.13313, 0.8884099
23:39:33, Human_11, SmartWatch, -0.9351382, 9.647303, -0.5299824, 2.789231, 20.37206, 57.97546, -111.0856, 34.59605, 37.01324, 20.13405, 1.0589
23:39:33, Human_12, Phone, -0.9167023, 9.780523, -0.146523, 1.17188, 85.39746, 358.8357, -110.9436, 34.52081, 36.95529, 20.12993, 0.943455
23:39:33, Human_12, SmartWatch, -0.9345658, 9.852746, -0.161094, 321.0305, 207.8672, 309.9173, -111.0308, 34.52129, 36.95642, 20.13176, 1.381474
23:39:33, Human_13, Phone, 4.035644, 9.794366, 1.572506, 359.2786, 54.33387, 358.7863, -110.996, 34.65784, 37.01292, 20.43571, 0.8226429
23:39:33, Human_13, SmartWatch, -4.800964, 9.793945, -5.775691, 331.1769, 140.3012, 354.6973, -110.9596, 34.65637, 37.01069, 20.43686, 1.216366
23:39:33, Human_14, Phone, 9.174884, 9.772462, 4.97477, 358.7936, 42.62529, 12.36242, -111.051, 34.80807, 36.96595, 20.56435, 0.9104584
23:39:33, Human_14, SmartWatch, -8.895168, 9.793172, -15.1116, 17.33717, 26.46403, 62.94244, -110.9378, 34.80542, 37.08024, 20.56572, 1.100381
23:39:33, Human_15, Phone, -0.0638318, 9.730229, -0.01211821, 359.2583, 338.0451, 358.8019, -111.0372, 35.19201, 36.98334, 20.01251, 0.9366733
23:39:33, Human_15, SmartWatch, 0.2915463, 9.837093, -0.1841364, 331.2395, 63.95974, 354.8338, -110.9741, 35.19045, 37.02162, 20.01137, 1.128263
23:39:33, Human_16, Phone, -0.2322042, 9.826052, 1.56888, 358.5543, 182.4168, 359.5677, -110.9672, 35.11758, 36.97248, 20.38147, 1.03373
23:39:33, Human_16, SmartWatch, -0.1634266, 9.838859, 1.623493, 295.6804, 168.7597, 109.4386, -111.036, 35.11914, 37.0094, 20.38033, 1.306005
23:39:33, Human_17, Phone, 0.01596282, 9.768709, 0.2257425, 358.7997, 18.07681, 12.35888, -111.0124, 34.76553, 36.91637, 20.48744, 0.917725
23:39:33, Human_17, SmartWatch, 0.06294923, 9.828247, -0.3885226, 17.24992, 1.890763, 63.00026, -110.9302, 34.76258, 37.0179, 20.48744, 0.9938028
23:39:33, Human_18, Phone, 0.2501335, 9.563056, 2.049558, 337.6793, 16.64946, 3.164694, -111.0057, 35.09047, 37.09907, 20.03036, 0.9507815
23:39:33, Human_18, SmartWatch, 0.3060156, 9.874882, 2.575669, 358.4129, 23.21976, 53.41216, -110.9036, 35.08771, 36.9851, 20.03151, 1.03935
23:39:33, Human_19, Phone, 2.14592, 10.2801, -0.04252023, 350.2336, 101.4591, 5.420044, -111.0266, 34.82047, 37.00902, 20.12329, 0.8434508
23:39:33, Human_19, SmartWatch, 0.100492, 9.611047, -0.1078801, 6.098058, 102.0148, 60.86441, -111.0655, 34.82077, 36.93441, 20.12604, 0.9166883
23:39:33, Human_20, Phone, 0.08680394, 9.784411, 0.2865993, 0.01373136, 129.7463, 0.05430911, -111.0095, 34.43008, 37.00387, 20.39703, 1.000983
23:39:33, Human_20, SmartWatch, -0.6115146, 9.851481, 1.096759, -0.04322729, 129.7471, -0.05324817, -111.033, 34.43321, 36.90972, 20.40047, 1.427275
23:39:33, Human_21, Phone, -0.5413681, 9.710381, -1.027578, 353.9073, 193.2044, 10.11254, -110.9713, 35.11208, 36.91573, 20.38353, 0.9721774
23:39:33, Human_21, SmartWatch, -0.6222404, 9.643635, -1.361294, 23.46101, 176.8846, 60.90789, -110.9411, 35.11504, 36.99006, 20.38399, 1.00805
23:39:33, Human_22, Phone, 0.7311119, 9.718472, -0.7115311, 344.6941, 178.721, 6.512403, -110.9107, 35.12303, 37.05107, 20.25444, 0.8905392
23:39:33, Human_22, SmartWatch, 0.8040215, 9.796851, -1.277077, 5.237169, 176.8334, 57.31953, -110.9116, 35.12599, 37.00922, 20.25467, 0.9373668
23:39:33, Human_23, Phone, -0.1495333, 9.876646, -0.6035319, 2.033836, 26.33985, 0.3983451, -111.0523, 35.05699, 37.04346, 19.84955, 1.011032
23:39:33, Human_23, SmartWatch, -0.2237926, 9.777866, -0.6170834, 288.3466, 26.22841, 90.13905, -110.9115, 35.05581, 37.03626, 19.85115, 1.383379
23:39:33, Human_24, Phone, -6.356144, 9.922072, -1.569664, 344.9159, 290.9065, 4.742387, -110.9007, 34.65765, 36.91504, 20.10704, 0.8880528
23:39:33, Human_24, SmartWatch, -4.760967, 9.428018, -1.568458, 2.669576, 293.2586, 58.8421, -110.9045, 34.65668, 37.01288, 20.10452, 1.004315
23:39:33, Human_25, Phone, -1.649889, 9.700014, -1.378879, 5.593085, 238.4676, 7.499804, -111.0204, 34.58723, 36.94448, 19.9791, 0.833626
23:39:33, Human_25, SmartWatch, -1.032059, 9.781942, -1.259689, 24.01321, 223.1546, 61.89211, -110.9092, 34.58972, 37.0035, 19.97726, 1.034751
23:39:33, Human_26, Phone, -0.2513186, 9.807281, -0.05449046, 358.7937, 86.10536, 12.4516, -110.9339, 34.66468, 37.07088, 20.41786, 0.9886012
23:39:33, Human_26, SmartWatch, 0.3119566, 9.769871, 0.2026011, 17.29609, 69.83983, 62.96415, -110.9993, 34.66366, 37.02112, 20.42061, 1.107264
23:39:33, Human_27, Phone, -4.724295, 9.776618, 13.2215, 358.8773, 178.1611, 12.4322, -110.9799, 34.63694, 37.09139, 20.37529, 0.9703655
23:39:33, Human_27, SmartWatch, 18.31651, 9.826394, -14.59007, 17.28437, 161.8906, 62.92717, -111.094, 34.63974, 36.97533, 20.37621, 1.003936
23:39:33, Human_28, Phone, 0.1906983, 9.829103, -2.151121, 350.5099, 188.09, 9.106889, -111.0114, 35.15563, 36.93097, 20.37575, 0.8944386
23:39:33, Human_29, Phone, -1.026625, 9.805387, 0.18003, 349.5162, 51.03582, 6.66607, -110.9984, 35.03204, 37.07306, 19.88983, 0.9108569
23:39:33, Human_29, SmartWatch, -1.795158, 9.714431, -0.6378254, 11.03789, 35.38175, 63.57482, -110.9777, 35.03006, 36.96923, 19.89166, 0.9948954
23:39:33, Human_30, Phone, 0.01730204, 9.722062, -2.40077, 354.5978, 191.6761, 9.25964, -110.9346, 35.16366, 36.98075, 20.26199, 0.8836771
23:39:33, Human_30, SmartWatch, -0.3633438, 9.478728, -3.042771, 25.99976, 180.3309, 60.78917, -111.0067, 35.16661, 36.99135, 20.26222, 1.030672
23:39:33, Human_31, Phone, 0.05806221, 9.767226, -0.06838077, 358.8809, 16.0057, 12.44705, -111.0616, 35.29936, 37.02555, 20.02373, 0.9024773
23:39:33, Human_31, SmartWatch, -0.0386781, 9.803107, -0.08790717, 17.36366, 359.7087, 62.94324, -111.0139, 35.29641, 36.98914, 20.02373, 1.111143
23:39:33, Human_32, Phone, 0.5691876, 10.01486, -2.09124, 345.4557, 178.5125, 7.441689, -110.9481, 35.08184, 37.00717, 20.53528, 0.9678121
23:39:33, Human_32, SmartWatch, 0.5296693, 9.952572, -4.159228, 23.85993, 171.1473, 60.69619, -111.0964, 35.08461, 37.04869, 20.53596, 1.041846
