Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y
1503960366,4/12/2016,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,728,328,13,25,0.0,6.05999994277954,0.550000011920929,1.87999999523163
1503960366,4/13/2016,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797,776,217,19,21,0.0,4.71000003814697,0.689999997615814,1.57000005245209
1503960366,4/14/2016,10460,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,1218,181,11,30,0.0,3.91000008583069,0.400000005960464,2.44000005722046
1503960366,4/15/2016,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,726,209,34,29,0.0,2.82999992370605,1.25999999046326,2.14000010490417
1503960366,4/16/2016,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863,773,221,10,36,0.0,5.03999996185303,0.409999996423721,2.71000003814697
1503960366,4/17/2016,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046
1503960366,4/18/2016,13019,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,1149,233,16,42,0.0,4.71000003814697,0.639999985694885,3.25
1503960366,4/19/2016,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,775,264,31,50,0.0,5.03000020980835,1.32000005245209,3.52999997138977
1503960366,4/20/2016,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,818,205,12,28,0.0,4.23999977111816,0.479999989271164,1.96000003814697
1503960366,4/21/2016,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,838,211,8,19,0.0,4.65000009536743,0.349999994039536,1.3400000333786
1503960366,4/22/2016,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,1217,130,27,66,0.0,2.24000000953674,1.12000000476837,4.76000022888184
1503960366,4/23/2016,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,732,262,21,41,0.0,5.3600001335144,0.870000004768372,2.80999994277954
1503960366,4/24/2016,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,709,238,5,39,0.0,3.27999997138977,0.209999993443489,2.92000007629395
1503960366,4/25/2016,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,814,216,14,73,0.0,3.94000005722046,0.569999992847443,5.28999996185303
1503960366,4/26/2016,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,833,279,23,31,0.0,5.53999996185303,0.920000016689301,2.32999992370605
1503960366,4/27/2016,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,1108,243,11,78,0.0,5.40999984741211,0.409999996423721,6.40000009536743
1503960366,4/28/2016,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,782,189,28,48,0.0,3.78999996185303,1.1599999666214,3.53999996185303
1503960366,4/29/2016,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,815,243,12,16,0.0,5.57999992370605,0.5,1.05999994277954
1503960366,4/30/2016,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,712,217,34,52,0.0,4.26999998092651,1.41999995708466,3.55999994277954
1503960366,5/1/2016,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,730,246,35,33,0.0,2.92000007629395,1.60000002384186,2.28999996185303
1503960366,5/2/2016,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,798,277,15,41,0.0,5.92000007629395,0.569999992847443,3.21000003814697
1503960366,5/3/2016,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,816,254,24,50,0.0,4.88000011444092,1.04999995231628,3.73000001907349
1503960366,5/4/2016,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,1179,203,22,36,0.0,3.8199999332428,0.870000004768372,2.46000003814697
1503960366,5/5/2016,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,857,250,24,45,0.0,4.88000011444092,1.08000004291534,2.92000007629395
1503960366,5/6/2016,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,754,289,6,24,0.0,5.80999994277954,0.25,1.97000002861023
1503960366,5/7/2016,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,833,175,46,37,0.0,3.13000011444092,2.11999988555908,2.46000003814697
1503960366,5/8/2016,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,574,203,8,44,0.0,2.73000001907349,0.319999992847443,3.52999997138977
1503960366,5/9/2016,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,835,206,11,46,0.0,3.74000000953674,0.529999971389771,3.45000004768372
1503960366,5/10/2016,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,746,214,31,46,0.0,3.25999999046326,1.1599999666214,3.34999990463257
1503960366,5/11/2016,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,669,251,23,36,0.0,4.55000019073486,1.00999999046326,2.55999994277954
1503960366,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,1440,0,0,0,0.0,0.0,0.0,0.0
1624580081,4/12/2016,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,1294,146,0,0,0.0,5.30999994277954,0.0,0.0
1624580081,4/13/2016,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411,1292,148,0,0,0.0,4.55000019073486,0.0,0.0
1624580081,4/14/2016,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572,1204,236,0,0,0.0099999997764825,5.90999984741211,0.0,0.0
1624580081,4/15/2016,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,1344,96,0,0,0.0,0.970000028610229,0.0,0.0
1624580081,4/16/2016,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,1264,176,0,0,0.0,3.49000000953674,0.0,0.0
1624580081,4/17/2016,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977
1624580081,4/18/2016,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604,1214,202,7,17,0.0099999997764825,4.61999988555908,0.620000004768372,2.15000009536743
1624580081,4/19/2016,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,1299,141,0,0,0.0,1.89999997615814,0.0,0.0
1624580081,4/20/2016,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446,1289,151,0,0,0.0,3.23000001907349,0.0,0.0
1624580081,4/21/2016,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,1254,186,0,0,0.0199999995529652,4.1100001335144,0.0,0.0
1624580081,4/22/2016,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470,1241,199,0,0,0.0,2.59999990463257,0.0,0.0
1624580081,4/23/2016,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562,1213,227,0,0,0.0099999997764825,5.53999996185303,0.0,0.0
1624580081,4/24/2016,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,1221,185,18,16,0.0,1.88999998569489,0.910000026226044,1.14999997615814
1624580081,4/25/2016,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,1238,202,0,0,0.0199999995529652,4.19999980926514,0.0,0.0
1624580081,4/26/2016,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402,1300,140,0,0,0.0099999997764825,1.83000004291534,0.0,0.0
1624580081,4/27/2016,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670,1233,154,36,17,0.0,2.46000003814697,1.87000000476837,1.11000001430511
1624580081,4/28/2016,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,1320,115,5,0,0.0,1.60000002384186,0.200000002980232,0.0
1624580081,4/29/2016,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,1290,150,0,0,0.0,1.54999995231628,0.0,0.0
1624580081,4/30/2016,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655,1182,224,23,11,0.0099999997764825,2.11999988555908,1.27999997138977,0.899999976158142
1624580081,5/1/2016,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,1020,171,63,186,0.0199999995529652,1.9099999666214,4.19000005722046,21.9200000762939
1624580081,5/2/2016,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497,1261,166,6,7,0.0,3.47000002861023,0.589999973773956,0.860000014305115
1624580081,5/3/2016,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,1344,96,0,0,0.0199999995529652,1.3400000333786,0.0,0.0
1624580081,5/4/2016,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,1322,118,0,0,0.0,1.41999995708466,0.0,0.0
1624580081,5/5/2016,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,1323,117,0,0,0.0199999995529652,1.58000004291534,0.0,0.0
1624580081,5/6/2016,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341,1338,102,0,0,0.0099999997764825,1.12000000476837,0.0,0.0
1624580081,5/7/2016,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,1258,182,0,0,0.0,1.37000000476837,0.0,0.0
1624580081,5/8/2016,3427,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,1288,152,0,0,0.0,2.22000002861023,0.0,0.0
1624580081,5/9/2016,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,1349,91,0,0,0.0,1.12999999523163,0.0,0.0
1624580081,5/10/2016,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393,1301,139,0,0,0.0099999997764825,1.91999995708466,0.0,0.0
1624580081,5/11/2016,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,1328,112,0,0,0.0,2.03999996185303,0.0,0.0
1624580081,5/12/2016,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002,890,107,0,0,0.0099999997764825,1.91999995708466,0.0,0.0
1644430081,4/12/2016,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046
1644430081,4/13/2016,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,1259,135,16,30,0.0,2.64000010490417,0.899999976158142,2.27999997138977
1644430081,4/14/2016,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,1125,252,58,5,0.0,5.09999990463257,2.55999994277954,0.360000014305115
1644430081,4/15/2016,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,1263,170,4,3,0.0,3.45000004768372,0.150000005960464,0.219999998807907
1644430081,4/16/2016,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,1135,212,42,51,0.0,5.09000015258789,1.87999999523163,4.09999990463257
1644430081,4/17/2016,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25
1644430081,4/18/2016,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,1271,121,33,15,0.0,2.45000004768372,1.66999995708466,1.07000005245209
1644430081,4/19/2016,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,1099,278,58,5,0.0,5.30000019073486,2.52999997138977,0.360000014305115
1644430081,4/20/2016,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,1315,125,0,0,0.0099999997764825,1.75999999046326,0.0,0.0
1644430081,4/21/2016,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,1402,38,0,0,0.0099999997764825,0.879999995231628,0.0,0.0
1644430081,4/22/2016,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,1354,86,0,0,0.0099999997764825,2.66000008583069,0.0,0.0
1644430081,4/23/2016,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,1265,160,15,0,0.0,4.25,0.579999983310699,0.0
1644430081,4/24/2016,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,1351,89,0,0,0.0,2.41000008583069,0.0,0.0
1644430081,4/25/2016,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,1337,94,1,8,0.0,1.95000004768372,0.0599999986588955,0.589999973773956
1644430081,4/26/2016,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,1165,223,41,11,0.0,4.69000005722046,1.72000002861023,0.800000011920929
1644430081,4/27/2016,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,1322,118,0,0,0.0,2.20000004768372,0.0,0.0
1644430081,4/28/2016,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,1157,227,53,3,0.0,4.30999994277954,2.3199999332428,0.200000002980232
1644430081,4/29/2016,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,1193,120,0,0,0.0,2.30999994277954,0.0,0.0
1644430081,4/30/2016,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,816,402,71,9,0.0,9.46000003814697,3.14000010490417,0.629999995231628
1644430081,5/1/2016,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,908,146,24,3,0.0,3.23000001907349,0.990000009536743,0.239999994635582
1644430081,5/2/2016,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,682,148,7,1,0.0,2.34999990463257,0.310000002384186,0.0700000002980232
