Time, Agent ID, Device Type, Accelerometer X, Accelerometer Y, Accelerometer Z, Gyroscope X, Gyroscope Y, Gyroscope Z, Longitude Degrees, Longitude Minutes, Latitude Degrees, Latitude Minutes, Altitude
09:25:47, Human_13, Phone, 0.9020494, 9.857356, 0.2441799, 359.3728, 87.58226, 5.99577, 33.9451, 15.97687, 51.07738, 23.77739, 0.948754
09:25:47, Human_13, SmartWatch, -0.5036225, 9.996928, 0.07284248, 12.83552, 80.01992, 62.33533, 33.94948, 36.79871, 50.99613, 18.85254, 0.967308
09:25:47, Human_14, Phone, -0.01307246, 9.785466, 0.07498969, 358.804, 165.9446, 12.51775, 37.01428, 34.03015, 50.01081, 52.49153, 0.8719914
09:25:47, Human_14, SmartWatch, 0.027211, 9.890318, -0.0001828897, 17.28465, 149.6595, 62.9861, 37.94954, 10.40314, 49.96374, 46.09909, 0.9488062
09:25:47, Human_15, Phone, -1.341889, 9.757377, -0.2757313, 346.2294, 271.4111, 8.011195, 90.92779, 46.18103, 50.91763, 3.122177, 0.917264
09:25:47, Human_15, SmartWatch, -1.086797, 9.770288, -0.1508076, 23.44884, 260.6892, 60.63216, 90.96947, 8.809204, 50.08601, 56.54984, 0.9617542
09:25:47, Human_16, Phone, 0.1539695, 9.756786, 0.009436989, 350.6498, 274.3246, 356.3076, -89.94784, 55.99228, 51.08742, 30.11559, 0.9944802
09:25:47, Human_16, SmartWatch, 0.01281832, 9.892363, 0.02591429, 325.5414, 21.53952, 341.9396, -89.01331, 10.16327, 50.98457, 19.73419, 1.183658
09:25:47, Human_17, Phone, 0.8260629, 9.781961, 0.5213462, 339.3906, 76.4497, 3.704044, 138.0937, 31.50879, 49.96458, 18.79578, 0.8552064
09:25:47, Human_17, SmartWatch, 1.685948, 9.997251, 0.8912779, 6.715634, 80.62973, 57.02854, 138.0889, 54.38599, 50.0582, 8.363342, 1.065022
09:25:47, Human_18, Phone, -0.1358773, 9.909056, 0.09664361, 352.6065, 326.2998, 9.811362, -84.01299, 11.2262, 50.98717, 48.19794, 1.019289
09:25:47, Human_18, SmartWatch, -0.4612386, 9.806441, 0.6136409, 17.88082, 310.316, 61.57537, -83.93391, 13.64777, 50.93047, 46.0627, 1.045414
09:25:47, Human_19, SmartWatch, 0.4966046, 9.853893, -1.046086, 8.661407, 295.1706, 57.79825, -95.97758, 37.25464, 50.97298, 27.32849, 1.095651
09:25:47, Human_20, Phone, -0.0164052, 9.865862, -0.03637707, 2.014347, 35.70723, 0.495637, 130.0797, 48.37006, 50.98596, 36.19446, 0.9966897
09:25:47, Human_20, SmartWatch, -0.09733786, 9.832872, 0.1028089, 288.5882, 39.18113, 86.89326, 129.9261, 58.23853, 50.93861, 20.91339, 1.246224
09:25:47, Human_21, Phone, 0.1550874, 9.8894, -0.9398683, 344.7615, 173.6899, 6.338167, 19.99206, 58.98926, 50.96017, 27.48642, 0.8827953
09:25:47, Human_21, SmartWatch, 0.5670739, 9.856665, -2.168474, 24.22112, 154.9994, 59.38199, 21.02004, 22.00378, 50.92024, 23.40431, 0.9745986
09:25:47, Human_22, Phone, -0.01528046, 9.723775, 0.008058355, 358.7381, 51.8088, 12.50812, -7.090958, 29.05838, 50.98007, 25.59471, 0.9819586
09:25:47, Human_22, SmartWatch, -0.03426996, 9.812112, -0.04644334, 17.37308, 35.60844, 63.00414, -6.996089, 15.47653, 51.04725, 20.97839, 1.094028
09:25:47, Human_23, Phone, -0.01473277, 9.867376, -0.03103655, 1.931178, 45.95585, 0.569857, 91.95406, 51.45996, 50.9698, 37.90695, 0.9726186
09:25:47, Human_23, SmartWatch, -0.1063865, 9.815829, 0.06854948, 288.6518, 49.38749, 86.79887, 93.03635, 4.1922, 51.05953, 23.24089, 1.291052
09:25:47, Human_24, Phone, -0.05039527, 9.828817, -0.06892633, 358.8257, 349.3767, 12.42012, -51.90073, 11.97052, 49.97412, 49.7541, 0.9452879
09:25:47, Human_24, SmartWatch, -0.04502343, 9.86202, -0.01883517, 17.27384, 333.2053, 62.95919, -52.965, 38.43155, 50.06836, 43.28453, 0.9720296
09:25:47, Human_25, Phone, 0.02266979, 9.834672, 0.01321028, 358.5796, 292.9023, 359.6071, 173.9683, 49.74976, 51.06726, 35.289, 0.9348789
09:25:47, Human_25, SmartWatch, 0.002411688, 9.830294, -0.04441173, 295.5845, 279.2115, 109.3473, 174.9536, 3.50647, 51.05775, 20.09148, 1.293123
09:25:47, Human_26, Phone, 0.441307, 9.834572, 0.4113705, 349.3476, 63.81583, 8.334931, 57.98753, 49.27368, 51.06143, 25.16716, 0.9528708
09:25:47, Human_26, SmartWatch, 1.45001, 10.00138, 0.675239, 18.49121, 50.04533, 61.23412, 59.06903, 11.37268, 50.95223, 20.59914, 1.071985
09:25:47, Human_27, Phone, 1.004795, 9.750568, -0.6668556, 353.6074, 138.7832, 10.18346, 191.91, 38.81653, 51.03967, 50.6543, 0.9964424
09:25:47, Human_27, SmartWatch, 0.9191492, 9.716345, -1.049726, 22.76086, 131.3314, 60.66554, 191.9892, 25.75928, 50.99139, 48.57628, 1.046841
09:25:47, Human_28, Phone, 0.3603237, 9.576697, -0.1526649, 347.6297, 235.014, 1.389598, 163.0949, 45.1062, 50.07307, 50.7827, 0.9619806
09:25:47, Human_28, SmartWatch, -0.7191739, 9.262785, -1.45496, 19.93777, 218.7503, 60.31119, 163.0872, 15.09521, 50.00851, 40.42465, 0.9917546
09:25:47, Human_29, Phone, -1.101468, 9.728876, 0.281269, 340.1458, 302.1241, 3.781504, 84.96371, 14.04968, 50.98418, 19.2421, 1.026732
09:25:47, Human_29, SmartWatch, -1.937956, 9.922205, 0.6102712, 10.03823, 305.6958, 58.46545, 83.94326, 58.82172, 51.09589, 13.04626, 1.041196
09:25:47, Human_30, Phone, -0.05569443, 9.825418, -0.02092539, 359.1218, 57.84506, 358.9341, 131.047, 59.63379, 50.90558, 35.243, 0.8069827
09:25:47, Human_30, SmartWatch, -0.01343398, 9.792019, -0.03182458, 331.22, 143.8525, 355.2636, 132.064, 12.96204, 51.03991, 24.97902, 1.041901
09:25:47, Human_31, Phone, -0.09933031, 9.988462, -0.948861, 356.3585, 198.8748, 5.76077, 69.02628, 47.58179, 50.95951, 38.22395, 0.9370421
09:25:47, Human_32, Phone, -0.08782646, 9.829862, 0.03416702, 1.946877, 347.6039, 0.4506423, 31.07613, 47.005, 51.07117, 31.17714, 1.005198
09:25:47, Human_32, SmartWatch, -0.01075685, 9.869484, 0.0606723, 288.6129, 351.0219, 86.88452, 30.94678, 43.62579, 50.90875, 13.39943, 1.379807
09:25:47, Human_33, Phone, -0.3009398, 9.973636, -0.1959442, 358.5283, 295.0605, 11.53744, 235.9545, 55.05066, 51.07812, 11.92749, 0.936355
09:25:47, Human_33, SmartWatch, -0.1450191, 9.794821, 0.02780522, 16.78599, 279.6406, 63.11223, 237.0896, 30.3241, 50.97604, 6.67511, 1.106334
09:25:47, Human_34, Phone, 0.0295351, 9.802238, -0.0272935, 358.8022, 18.98901, 12.39229, -104.9799, 50.38788, 51.00634, 28.00804, 0.9071026
09:25:47, Human_34, SmartWatch, -0.02637506, 9.753201, -0.006120059, 17.34514, 2.73882, 62.92805, -105.0656, 40.96115, 51.03728, 24.33929, 0.9947007
09:25:47, Human_35, Phone, -0.924767, 9.845956, 0.1674526, 0.5740176, 289.6525, 6.221831, -63.05178, 17.1476, 50.97257, 40.54184, 0.8705143
09:25:47, Human_35, SmartWatch, 0.395243, 10.04007, -0.2990966, 13.66215, 282.1949, 62.3452, -63.0232, 25.27679, 51.07883, 37.6149, 1.093741
09:25:47, Human_36, Phone, -0.03897588, 9.730261, -1.05096, 3.89491, 190.0486, 7.64229, -90.98734, 43.06824, 50.93857, 21.95869, 1.014373
09:25:47, Human_36, SmartWatch, 0.08139203, 9.737723, -0.8659705, 25.58912, 173.4159, 61.55897, -90.97104, 52.44415, 50.92872, 16.35773, 0.9354292
09:25:47, Human_37, Phone, -0.733251, 9.704985, 0.7222272, 1.367286, 324.7462, 8.973575, 181.0937, 7.833252, 50.91711, 40.45258, 1.007874
09:25:47, Human_37, SmartWatch, -1.039154, 9.658347, 1.049544, 27.62423, 309.4204, 61.12897, 180.9405, 26.23169, 51.0581, 37.15508, 0.9583504
09:25:47, Human_38, Phone, -0.2790334, 9.885004, 0.1236988, 0.853817, 296.4862, 10.78237, -101.9013, 46.70746, 50.98417, 39.62746, 0.8470263
09:25:47, Human_38, SmartWatch, -0.1170167, 9.712729, -0.03088411, 17.73835, 280.9612, 62.56674, -101.0637, 3.88504, 50.92529, 36.7646, 1.009243
09:25:47, Human_39, Phone, -0.08535563, 9.835661, 0.02133708, 358.7976, 329.7967, 12.38314, 219.0317, 51.82434, 50.96356, 29.44885, 0.9373945
09:25:47, Human_39, SmartWatch, 0.05514127, 9.77964, -0.07130291, 17.31888, 313.6696, 63.02095, 220.0543, 15.04944, 50.96901, 25.70755, 0.920781
09:25:47, Human_40, Phone, -0.8244959, 9.888125, 0.6362057, 1.722454, 321.0397, 5.892394, 11.93638, 6.227417, 51.0418, 49.94911, 0.9578512
09:25:47, Human_40, SmartWatch, -0.1788811, 9.865551, -0.4325785, 14.71734, 314.1869, 60.96001, 10.92128, 53.0603, 51.07027, 47.65961, 1.100715
09:25:47, Human_41, Phone, -0.0291793, 9.803318, 0.01566836, 1.914032, 210.2416, 0.4333296, 2.98817, 55.91949, 50.92669, 42.88994, 0.97192
09:25:47, Human_41, SmartWatch, 0.03719775, 9.850561, 0.02530682, 288.5493, 213.7167, 86.81931, 3.028034, 55.40726, 51.02656, 30.37033, 1.41734
09:25:47, Human_42, Phone, -0.8705018, 9.91017, 0.22227, 356.5058, 292.5336, 5.893612, 147.0485, 17.85095, 50.95708, 8.445053, 0.8900407
09:25:47, Human_42, SmartWatch, 0.5121494, 9.894029, -0.1229351, 10.63189, 288.0488, 62.23877, 147.0452, 24.41345, 51.01953, 1.794205, 1.009823
09:25:47, Human_43, Phone, -0.6995211, 9.772563, 0.3791938, 341.1841, 315.0384, 3.526098, 170.9338, 30.09705, 51.04982, 19.34532, 0.853466
09:25:47, Human_43, SmartWatch, -0.1724729, 9.602732, 0.3428522, 359.5131, 321.3133, 55.85485, 172.0771, 0.7141113, 50.93652, 12.28569, 1.049575
09:25:47, Human_44, Phone, 1.123424, 9.800045, -0.6246004, 356.5729, 134.2644, 9.314709, -92.01696, 1.76239, 50.97277, 43.90274, 0.9428332
09:25:47, Human_44, SmartWatch, 0.7645638, 9.791582, -0.5795711, 22.60631, 125.4759, 60.43058, -92.96628, 52.04865, 51.07506, 40.96024, 0.9595664
09:25:47, Human_45, Phone, 0.7523939, 10.06831, -0.2186321, 352.7603, 115.8461, 4.869395, 180.0354, 33.64014, 50.90209, 20.69481, 0.9332607
09:25:47, Human_45, SmartWatch, -0.3556399, 9.809177, -0.02196573, 8.915805, 105.6732, 61.66013, 180.026, 13.45276, 50.99128, 16.24878, 1.065295
09:25:47, Human_46, Phone, 0.05358969, 9.811519, -0.05018616, 358.6012, 128.2464, 359.6192, 126.9296, 44.76654, 51.04153, 4.548798, 1.013005
09:25:47, Human_46, SmartWatch, 0.03698845, 9.80843, 0.04030335, 295.7173, 114.6283, 109.4381, 126.9435, 25.84808, 50.02135, 37.65656, 1.402083
09:25:47, Human_47, Phone, -1.057037, 9.683322, 0.01122102, 337.1194, 281.6566, 3.047488, 162.9953, 8.021851, 51.0088, 6.658859, 0.988907
09:25:47, Human_47, SmartWatch, -1.204049, 9.824944, 0.1106021, 357.4708, 288.4319, 53.05355, 163.0831, 29.91028, 49.98869, 57.31728, 1.026674
09:25:47, Human_48, Phone, 0.009567111, 9.7656, -0.07458895, 2.025956, 18.59507, 0.4411293, 168.0014, 21.14868, 50.94895, 34.60602, 0.8800454
09:25:47, Human_48, SmartWatch, -0.09934614, 9.837104, 0.05519898, 288.6469, 22.0442, 86.78153, 167.9552, 27.20581, 51.05582, 18.72826, 1.284622
09:25:47, Human_49, Phone, 0.5919072, 9.799511, 1.091762, 343.2711, 47.20533, 9.158524, 211.016, 47.59094, 51.04686, 39.10835, 0.844808
09:25:47, Human_49, SmartWatch, 1.081233, 9.774471, 0.9716031, 20.56528, 44.04985, 60.90388, 211.0042, 43.51501, 50.93975, 36.46317, 0.9984645
09:25:47, Human_50, Phone, -0.4656792, 9.713141, 0.8013449, 337.3259, 334.084, 3.73531, 191.9456, 2.781372, 49.9029, 56.09665, 0.8285871
09:25:47, Human_50, SmartWatch, -0.7035731, 9.86292, 1.066314, 356.6685, 338.891, 53.24905, 192.0699, 44.97437, 49.92975, 46.745, 0.9821787
09:25:47, Human_51, Phone, 0.03995218, 9.767659, -0.0191206, 358.8831, 20.00173, 12.40127, -86.09888, 49.63394, 50.90739, 4.955063, 0.846464
09:25:47, Human_51, SmartWatch, 0.006397374, 9.81754, -0.09643538, 17.27316, 3.738608, 62.8982, -85.92651, 23.54095, 50.08531, 59.54704, 0.9175454
09:25:47, Human_52, Phone, 0.0171923, 9.82902, -0.04259269, 358.7548, 16.8528, 12.42325, 149.9237, 41.63452, 50.94922, 31.50192, 0.9079501
09:25:47, Human_52, SmartWatch, -0.02277869, 9.885957, 0.05685232, 17.34959, 0.6209043, 62.91875, 151.0023, 6.23291, 50.96183, 27.80685, 0.9465122
09:25:47, Human_53, Phone, 0.03404187, 9.901299, 0.008086125, 358.835, 50.60508, 12.4954, -4.02699, 18.93585, 51.04749, 25.23308, 0.9487743
09:25:47, Human_53, SmartWatch, 0.01611364, 9.899016, -0.000168283, 17.3727, 34.46778, 62.88779, -3.991663, 5.979309, 51.04728, 20.57304, 0.9750447
09:25:47, Human_54, Phone, -0.0369347, 9.832565, 0.02353811, 350.5987, 180.1199, 356.3427, 133.0486, 50.64514, 51.04129, 0.7962799, 0.9612979
09:25:47, Human_54, SmartWatch, -0.02771053, 9.853662, -0.1568011, 325.5684, 287.4992, 341.9098, 132.9254, 20.80353, 50.02611, 43.27881, 1.092481
09:25:47, Human_55, Phone, 0.1053885, 9.907698, 0.5378044, 4.851042, 168.4758, 0.7580844, 20.05853, 18.09174, 50.97046, 32.33391, 0.8378184
09:25:47, Human_55, SmartWatch, -1.8074, 10.47272, 3.050366, 31.22995, 143.916, 61.3432, 19.94621, 45.50079, 50.90936, 25.7357, 1.103854
09:25:47, Human_56, Phone, 0.8681116, 10.01323, 0.2016394, 354.1008, 87.50484, 5.646182, 36.93439, 12.20306, 50.90967, 27.46216, 0.857075
09:25:47, Human_56, SmartWatch, -0.611254, 9.866061, -0.01603048, 8.861754, 84.79807, 61.84016, 36.98788, 33.67493, 50.9979, 23.01201, 1.087203
09:25:47, Human_57, Phone, 0.209809, 9.783196, -1.038207, 340.1627, 180.7536, 4.500654, 70.00002, 21.10474, 51.09745, 24.80438, 0.9672032
09:25:47, Human_57, SmartWatch, 0.5296208, 9.983921, -2.286084, 11.53081, 178.2078, 59.29031, 69.96201, 15.76172, 50.98009, 20.36201, 1.11869
09:25:47, Human_58, Phone, -0.01621402, 9.345018, 0.7130533, 338.0203, 164.3737, 1.27574, 207.9434, 24.18091, 49.05492, 41.25229, 0.8790209
09:25:47, Human_58, SmartWatch, -2.174046, 9.265446, 5.124218, 2.318771, 162.5556, 60.80149, 206.9488, 8.660889, 48.93356, 19.2437, 1.026636
09:25:47, Human_59, Phone, 0.8202422, 9.762964, -0.5553256, 4.95715, 129.5564, 6.616447, 92.01359, 29.72626, 50.97652, 7.148438, 1.013949
09:25:47, Human_59, SmartWatch, 0.2106561, 9.812901, 0.1117814, 17.91316, 118.0413, 62.29458, 91.93356, 52.16675, 50.92867, 1.416779, 0.9685094
09:25:47, Human_60, Phone, -0.1285782, 9.852609, 0.3261414, 354.1403, 4.619252, 9.862887, 60.96497, 41.75171, 51.01279, 25.30106, 0.896881
09:25:47, Human_60, SmartWatch, -0.2452124, 9.831758, 0.4164868, 14.13909, 353.6774, 61.66015, 60.95528, 40.49744, 51.00793, 20.35606, 0.9899958
09:25:47, Human_61, Phone, 0.09076259, 9.833592, -0.006112735, 358.7944, 267.938, 12.41009, 23.95799, 19.64447, 49.01957, 50.83054, 0.9728778
09:25:47, Human_61, SmartWatch, -0.07208706, 9.804568, 0.01965317, 17.26276, 251.8684, 62.96502, 23.01848, 28.61847, 49.08805, 41.14609, 0.9923333
09:25:47, Human_62, Phone, 0.03780071, 9.767559, 0.06800319, 2.009921, 14.73289, 0.4981849, -119.0984, 46.55685, 48.09081, 56.37817, 0.9925802
09:25:47, Human_62, SmartWatch, -0.0724376, 9.911639, -0.02931456, 288.5572, 18.23632, 86.75866, -120.0949, 55.11246, 46.98362, 39.32739, 1.337013
09:25:47, Human_63, Phone, 1.631939, 9.739251, 0.09699499, 358.0197, 89.19784, 8.046724, 91.92339, 21.96167, 50.95815, 4.042282, 1.001829
09:25:47, Human_63, SmartWatch, 0.8057394, 9.567758, -0.06183143, 27.11624, 71.76164, 60.60318, 93.02769, 3.087158, 50.07555, 57.44774, 1.04632
09:25:47, Human_64, Phone, -0.04332894, 9.852046, -0.0385926, 358.8412, 338.2829, 12.40749, -1.077842, 21.65817, 50.90578, 33.50212, 0.9869955
09:25:47, Human_64, SmartWatch, -0.0393014, 9.860078, 0.0190107, 17.36254, 322.1597, 62.96687, -2.083469, 58.33191, 51.07251, 29.99565, 0.9781069
09:25:47, Human_65, Phone, 0.04872177, 9.808239, 0.01978631, 1.901513, 211.6754, 0.5363737, 209.9692, 13.5498, 51.00271, 23.52081, 0.9330187
09:25:47, Human_65, SmartWatch, -0.04916951, 9.84351, -0.003463455, 288.5763, 215.1108, 86.8023, 210.0843, 23.03284, 50.98195, 2.515182, 1.2902
09:25:47, Human_66, Phone, -0.584399, 9.647225, 0.786778, 337.2274, 337.8613, 3.077667, 177.9609, 37.18323, 51.0392, 30.2774, 1.007529
09:25:47, Human_66, SmartWatch, -0.6331558, 9.807277, 0.9287501, 357.484, 344.6427, 53.09937, 179.034, 2.266846, 51.02242, 24.82246, 0.9460893
09:25:47, Human_67, Phone, -0.229389, 9.670697, -0.9417521, 338.8195, 207.0152, 3.474037, 233.0281, 35.3833, 44.09159, 51.09444, 0.9674075
09:25:47, Human_67, SmartWatch, -0.3319115, 9.89144, -1.743617, 3.831535, 211.5383, 55.87234, 234.9493, 39.52698, 42.91569, 25.66978, 1.092214
09:25:47, Human_68, Phone, -0.2154873, 9.802743, 0.8288, 342.869, 3.185518, 4.211478, 18.90976, 4.06311, 50.99516, 30.18654, 1.000054
09:25:47, Human_68, SmartWatch, 0.1763448, 9.622227, -0.05689156, 1.089554, 8.213578, 57.25133, 18.06334, 50.28992, 51.07455, 24.6405, 0.9661372
09:25:47, Human_69, Phone, 1.418189, 9.353084, 0.2731492, 353.5602, 279.5464, 2.586493, 237.042, 5.625, 50.91469, 12.69402, 0.8938951
09:25:47, Human_69, SmartWatch, 3.363385, 9.938112, -0.4362762, 22.32473, 281.8213, 60.67153, -122.9537, 45.91232, 51.06985, 4.047089, 1.035493
09:25:47, Human_70, Phone, -1.000825, 9.75157, 0.2529784, 340.2859, 298.3795, 4.454661, -44.07666, 46.23917, 51.01435, 40.87349, 0.8909692
09:25:47, Human_70, SmartWatch, -2.099632, 10.01262, 0.5567169, 11.5779, 299.1096, 59.13163, -44.02081, 40.89569, 51.00528, 37.73849, 1.062515
09:25:47, Human_71, Phone, -0.09284616, 9.700703, -1.161371, 4.633962, 192.7902, 7.937545, 169.0707, 2.640381, 50.96765, 42.12296, 0.8435171
09:25:47, Human_71, SmartWatch, 0.05248749, 9.745718, -0.7578113, 25.40254, 177.492, 61.6652, 167.9554, 43.85925, 51.0135, 38.99826, 1.051698
09:25:47, Human_72, Phone, 0.8981159, 9.746294, 0.06695704, 350.1153, 87.64344, 7.878205, 150.0189, 26.66016, 48.9253, 51.77628, 0.9940924
09:25:47, Human_72, SmartWatch, 1.682219, 9.714516, 0.2519701, 24.47001, 69.28149, 59.8783, 150.0735, 54.49585, 48.9673, 42.06299, 1.091437
09:25:47, Human_73, Phone, 0.08660538, 9.674892, 1.089725, 338.3587, 18.74696, 1.718015, 69.914, 59.81964, 50.98616, 30.48157, 0.8211353
09:25:47, Human_73, SmartWatch, 0.07217513, 9.908439, 1.251839, 358.1425, 27.36659, 53.67952, 70.98685, 16.05011, 51.08784, 24.80438, 1.062334
09:25:47, Human_74, Phone, 0.1179379, 9.725708, -0.06167378, 359.0659, 297.9058, 358.8882, 114.0864, 11.28479, 51.04472, 20.9864, 0.8742266
09:25:47, Human_74, SmartWatch, 0.05815989, 9.78763, -0.03312573, 331.261, 23.7812, 355.2134, 113.9843, 4.29657, 50.92915, 6.376648, 1.057753
09:25:47, Human_75, Phone, -0.06218102, 9.773304, 1.011738, 339.2825, 10.4961, 3.658583, 47.95195, 31.34033, 51.0402, 26.12915, 0.986128
09:25:47, Human_75, SmartWatch, -0.1477958, 9.968405, 1.772778, 6.089293, 14.41332, 56.89692, 47.92408, 33.21442, 50.93089, 20.42519, 0.9733843
09:25:47, Human_76, Phone, -0.4123774, 9.967164, 0.1326771, 349.6417, 288.6523, 3.327224, -87.99484, 23.95386, 50.96936, 26.40953, 0.9249964
09:25:47, Human_76, SmartWatch, 0.04991033, 9.802508, 0.2522727, 8.789015, 266.179, 61.5999, -88.07416, 43.94302, 50.92283, 22.45811, 0.9365255
09:25:47, Human_77, Phone, 1.021946, 9.881919, 0.3916638, 343.045, 86.89915, 6.043155, 33.05204, 15.18585, 51.01194, 22.81769, 0.9666713
09:25:47, Human_77, SmartWatch, 2.374217, 9.985846, 0.6569095, 19.48603, 83.61457, 60.40705, 32.949, 39.28711, 51.03655, 17.93243, 0.938881
09:25:47, Human_78, Phone, -0.08819468, 9.785448, 0.03542567, 357.3412, 319.4184, 357.3466, 44.93668, 24.93256, 50.97136, 28.47977, 0.8422491
09:25:47, Human_78, SmartWatch, -0.03745322, 9.777736, 0.05566509, 323.2011, 52.55725, 346.3679, 45.0059, 8.90625, 51.00129, 17.53601, 1.211803
09:25:47, Human_79, Phone, -0.05946048, 9.87365, 0.01337549, 357.4697, 7.164991, 357.3631, 220.0191, 12.49512, 49.95734, 35.07271, 0.9221009
09:25:47, Human_79, SmartWatch, -0.04368542, 9.745809, 0.03667563, 323.1609, 100.2478, 346.3931, 219.9131, 22.58972, 50.07774, 12.957, 1.134466
09:25:47, Human_80, Phone, -0.07197881, 9.751644, -0.04563747, 356.8588, 63.09372, 356.9536, -1.009669, 15.58319, 51.0462, 30.61684, 0.8438232
09:25:47, Human_80, SmartWatch, -0.06194561, 9.790646, 0.002484209, 322.9845, 155.4756, 348.1765, -1.059225, 15.11536, 51.0206, 20.20546, 1.04998
09:25:47, Human_81, Phone, 0.0193063, 9.81671, 0.07258058, 357.7184, 353.8212, 357.0742, -32.93466, 36.65176, 50.9417, 10.60478, 0.8962139
09:25:47, Human_81, SmartWatch, 0.04950259, 9.768474, -0.008037099, 323.2957, 85.82307, 347.5406, -33.01963, 10.57755, 50.02348, 55.77621, 1.1782
09:25:47, Human_82, Phone, -0.09113695, 9.751894, 0.9906125, 339.3049, 8.986271, 3.851654, 71.94156, 35.54626, 50.96849, 38.53775, 0.9071499
09:25:47, Human_82, SmartWatch, -0.1966795, 9.951554, 1.902788, 6.440183, 11.96716, 57.1227, 72.05818, 44.49646, 51.00756, 34.48242, 1.015336
09:25:47, Human_83, Phone, 0.04425131, 9.884627, -0.01561684, 0.3148814, 94.51228, 359.3247, 112.9229, 21.92413, 50.96074, 34.79256, 0.881839
