,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,1.6515669999999998,-1.458928,-2.0350349999999997,0.111266,0.993749,0.009007,-0.000926,0.0070030000000000005,-0.011667,0.00551,-0.00414,0.004696
1,1.6520860000000002,-1.459077,-2.034339,0.11111199999999999,0.993766,0.009052,-0.002127,-0.014333000000000002,-0.0031030000000000003,-0.000517,0.008095999999999999,0.011181
2,1.654709,-1.459136,-2.031515,0.111029,0.993772,0.009339,-0.019135,-0.0036079999999999997,-0.00644,-0.0036829999999999996,0.006379999999999999,0.008804000000000001
3,1.657784,-1.459339,-2.028489,0.110799,0.9937950000000001,0.009663,-0.010523000000000001,0.004919,-0.014936000000000001,0.001384,-0.004217,-0.00041600000000000003
4,1.6591040000000001,-1.459632,-2.027319,0.110497,0.993828,0.009783,-0.0031309999999999997,0.008205,-0.017015,0.007469,0.000344,0.0025
5,1.660826,-1.459942,-2.025662,0.110172,0.9938620000000001,0.009946,-0.008508,0.000759,-0.014906,0.013730000000000001,0.000843,0.001086
6,1.663429,-1.460133,-2.0230479999999997,0.109957,0.993883,0.010215,-0.011747,-0.000325,-0.00745,0.007123999999999999,-0.003023,0.003076
7,1.6648330000000002,-1.460284,-2.021815,0.109794,0.9939,0.010355,-0.0031309999999999997,0.016694,-0.00848,0.005899000000000001,-0.0008269999999999999,0.006261999999999999
8,1.665557,-1.46046,-2.021504,0.10961199999999999,0.993919,0.010418,-0.0009630000000000001,0.022021000000000002,-0.010608,0.007896,-0.0021739999999999997,0.010593
9,1.667604,-1.460613,-2.019916,0.10943599999999999,0.993936,0.010627,-0.01268,0.025262,-0.011762,-0.003052,0.002188,0.005379
10,1.670986,-1.4608219999999998,-2.017026,0.10919300000000001,0.993959,0.010976999999999999,-0.01267,0.025269999999999997,-0.013899000000000002,-0.0008560000000000001,0.003386,0.000376
11,1.6735080000000002,-1.460987,-2.014869,0.10900399999999999,0.993977,0.011235,-0.007431,0.01553,-0.010584,0.0016829999999999998,0.0012779999999999998,0.007411
12,1.6753330000000002,-1.46118,-2.013236,0.10879200000000001,0.9939979999999999,0.011414,-0.007465,0.007012000000000001,-0.011641,0.001559,0.0045520000000000005,0.006194
13,1.678436,-1.4614559999999999,-2.010386,0.108483,0.994028,0.011722,-0.015923,0.01772,-0.018123,0.0041719999999999995,0.006033,0.005047
14,1.681775,-1.461857,-2.007388,0.108049,0.994072,0.012041,-0.011661,0.012395999999999999,-0.022359999999999998,0.018996000000000002,-0.0078049999999999994,-0.001131
15,1.683587,-1.4620950000000001,-2.0054,0.10779100000000001,0.9940979999999999,0.012209999999999999,-0.00759,-0.015380000000000001,-0.006272,0.012921,-0.004825,-0.001757
16,1.6848319999999999,-1.462117,-2.003796,0.107754,0.9941,0.012341,-0.005489,-0.016478,0.000153,0.0016059999999999998,-0.00037200000000000004,0.005252000000000001
17,1.685684,-1.462028,-2.0026740000000003,0.10782699999999999,0.994091,0.012443000000000001,-0.005485,-0.01223,0.0033520000000000004,0.000174,-0.006359,0.009972
18,1.686479,-1.461897,-2.001763,0.107945,0.9940760000000001,0.012543,-0.005432,-0.000512,0.0033380000000000003,0.0019030000000000002,-0.0033079999999999997,0.011901
19,1.6874419999999999,-1.461702,-2.001114,0.108126,0.9940549999999999,0.01267,-0.005344,0.024741,0.006589,0.003721,0.001169,0.008616
20,1.687687,-1.461632,-2.001447,0.10819200000000001,0.9940469999999999,0.012705,0.008554,0.02684,0.002411,-0.005974,-0.0009289999999999999,-0.011255
21,1.684704,-1.461576,-2.004784,0.10828499999999999,0.994041,0.012388,0.022313,0.007595,0.007873,-0.006189,-0.00035800000000000003,-0.00839
22,1.681584,-1.461343,-2.007878,0.108551,0.994016,0.012076,0.011539,-0.008376,0.015295,-0.005065999999999999,-0.000181,0.007745999999999999
23,1.6811049999999998,-1.461065,-2.0082009999999997,0.108833,0.993986,0.012054,-0.001234,-0.006184,0.01093,-0.000389,0.0034200000000000003,0.013611000000000002
24,1.681198,-1.460944,-2.008082,0.10895099999999999,0.993972,0.012077,-0.0033009999999999997,0.0023710000000000003,0.004496,0.002194,0.009278,0.01374
25,1.683091,-1.460901,-2.006386,0.10896900000000001,0.9939680000000001,0.012288,-0.01496,0.014150999999999999,-0.000942,0.000589,0.008413,0.010539
26,1.6856509999999998,-1.460965,-2.004066,0.108873,0.993975,0.01256,-0.004291,0.010931,-0.004068,-0.012636,-0.002947,0.001524
27,1.6854349999999998,-1.4611129999999999,-2.004367,0.10873,0.993991,0.012519,0.007406,-0.001876,-0.008243,-0.012188,-0.002368,0.007698
28,1.6861580000000003,-1.461252,-2.003531,0.108583,0.994006,0.012582,-0.006464,-0.007377,-0.008225,0.000471,0.0023469999999999997,0.014426
29,1.6890189999999998,-1.461324,-2.000568,0.10847799999999999,0.994014,0.012884999999999999,-0.0182,-0.003092,-0.004039,0.004086,0.0019879999999999997,0.011362
30,1.6913,-1.461403,-1.9982520000000001,0.108367,0.994023,0.013122,-0.006459,-0.001006,-0.002892,0.008241,-0.001423,0.000534
31,1.6921580000000003,-1.461466,-1.99741,0.108294,0.994029,0.013208000000000001,-0.00112,0.001101,-0.001789,0.00031800000000000003,0.008534,0.0026309999999999997
32,1.694064,-1.461475,-1.9955990000000001,0.108258,0.99403,0.013413,-0.010712000000000001,0.005386999999999999,0.000275,0.007587000000000001,0.003954999999999999,0.001709
33,1.696362,-1.461349,-1.9935470000000002,0.108352,0.994017,0.013677000000000002,-0.009602,0.019215,0.004538,0.012605,-0.000776,0.005625
34,1.6967560000000002,-1.461199,-1.993707,0.108493,0.994,0.013739,0.006453,0.031938,0.0057020000000000005,0.008496,-0.004529,0.004313
35,1.694993,-1.461171,-1.996091,0.108544,0.9939969999999999,0.013550999999999999,0.014988,0.028725,0.002561,0.002707,-0.006342,0.006683
36,1.693658,-1.4611809999999998,-1.997957,0.108554,0.9939979999999999,0.013405000000000002,0.003315,0.023233,-0.001621,-0.010058,0.004064,0.008415
37,1.694936,-1.461135,-1.996968,0.108581,0.993993,0.013549,-0.00743,0.007287999999999999,-0.000608,0.0016489999999999999,1e-05,0.008729
38,1.696225,-1.461035,-1.9956189999999998,0.108661,0.9939819999999999,0.013701,-0.007502,-0.002325,0.0058130000000000005,0.002468,0.003561,0.009415999999999999
39,1.6971450000000001,-1.46084,-1.9948009999999998,0.108839,0.9939610000000001,0.013825,-0.002139,0.008292,0.01011,0.003542,0.001629,0.006515000000000001
40,1.6967560000000002,-1.460695,-1.9954880000000002,0.10898800000000002,0.9939450000000001,0.013800999999999999,0.009644,0.017842,0.009112,0.00617,-0.00545,0.002373
41,1.694804,-1.46061,-1.9978049999999998,0.109099,0.993936,0.013599000000000002,0.013921000000000001,0.013591999999999998,0.002738,0.013550999999999999,-0.002114,0.010998
42,1.693728,-1.460542,-1.999067,0.109181,0.993928,0.01349,1.9e-05,0.009366,0.005850999999999999,0.015483000000000002,0.001281,0.015105
43,1.696641,-1.460384,-1.996637,0.109296,0.9939110000000001,0.013827,-0.016791999999999998,0.035788,0.004866,0.0010710000000000001,0.004441,0.0037359999999999997
44,1.6987740000000002,-1.4602389999999998,-1.9954599999999998,0.109411,0.9938950000000001,0.014079,0.002464,0.050621,0.008187,0.006509999999999999,-0.004957,-0.008327
