,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.9840110000000001,-1.223651,-1.4176819999999999,0.283306,0.940348,-0.188373,-1.857116,0.771077,-0.460869,-0.177761,-0.19475699999999999,0.135883
1,1.0693110000000001,-1.251214,-1.346247,0.275486,0.949367,-0.151031,-1.62725,0.9700719999999999,-0.606933,-0.210102,-0.194545,0.12474
2,1.157199,-1.274489,-1.272167,0.26737,0.956421,-0.117353,-1.461349,0.7250979999999999,-0.49436499999999994,-0.238669,-0.253342,0.049436
3,1.236524,-1.294023,-1.198202,0.258128,0.961942,-0.089649,-1.241076,0.270882,-0.583043,-0.18413800000000002,-0.224012,0.042332
4,1.3025129999999998,-1.312897,-1.132873,0.24592600000000003,0.9669280000000001,-0.067608,-1.040899,0.09901,-0.665814,-0.072662,-0.067575,-0.05670599999999999
5,1.367444,-1.330751,-1.068678,0.23284699999999997,0.971327,-0.048014,-0.9412209999999999,0.178648,-0.687653,-0.036619,-0.03607,-0.068899
6,1.4328020000000001,-1.347328,-1.006916,0.219505,0.9751350000000001,-0.030483999999999997,-0.774999,0.36344699999999996,-0.69207,-0.000175,-0.022284,-0.057773000000000005
7,1.4983739999999999,-1.3614110000000001,-0.9509629999999999,0.207312,0.978159,-0.015040000000000001,-0.629096,0.659688,-0.57393,0.05468200000000001,0.039084,-0.064992
8,1.564196,-1.369584,-0.897792,0.199851,0.979825,-0.0013189999999999999,-0.525972,0.63365,-0.279416,0.08518300000000001,0.050372,-0.031121
9,1.629409,-1.3737110000000001,-0.842253,0.195475,0.980641,0.011470000000000001,-0.554607,0.48441000000000006,-0.22921799999999998,0.058935,0.120585,-0.025981
10,1.69603,-1.378221,-0.78109,0.189887,0.9815149999999999,0.023905000000000003,-0.58306,0.243024,-0.312429,0.08062000000000001,0.187095,-0.047678
11,1.769464,-1.3839350000000001,-0.7112470000000001,0.18212,0.982592,0.036664999999999996,-0.608051,0.260635,-0.432267,0.134957,0.256299,-0.047285
12,1.852154,-1.3909049999999998,-0.631858,0.17188599999999998,0.9838629999999999,0.049679,-0.644104,0.197297,-0.545669,0.231434,0.338586,-0.07058400000000001
13,1.948993,-1.3974209999999998,-0.534302,0.160315,0.985008,0.063697,-0.726139,-0.104592,-0.6366539999999999,0.314386,0.24668099999999998,-0.118796
14,2.045259,-1.404796,-0.42935500000000004,0.14698599999999998,0.986253,0.075491,-0.593033,-0.483951,-0.7217640000000001,0.262469,0.21249200000000001,-0.11266099999999998
15,2.11441,-1.411672,-0.346152,0.13561099999999998,0.987366,0.081957,-0.324986,-0.71255,-0.530524,0.086511,0.280471,-0.067705
16,2.1217200000000003,-1.416506,-0.324029,0.130941,0.9881209999999999,0.080447,0.24181599999999998,-0.7278399999999999,-0.129166,-0.07492599999999999,0.28669,0.13606
17,1.9994060000000002,-1.4204,-0.434079,0.136277,0.988712,0.062270000000000006,1.152854,-0.675689,0.42406000000000005,-0.22482399999999997,0.257382,0.167863
18,1.77877,-1.415398,-0.642658,0.15143800000000002,0.98795,0.031957,1.504656,-0.740595,0.898755,-0.484599,0.373226,-0.161245
19,1.570263,-1.397953,-0.8406680000000001,0.171983,0.9851,-9.2e-05,1.59046,-0.49433599999999994,1.045385,-0.5707409999999999,0.528831,-0.21093699999999999
20,1.366744,-1.375636,-1.046956,0.189899,0.981017,-0.039296,2.246498,0.21055100000000002,0.824738,-0.46210100000000004,0.430788,-0.16184500000000002
21,1.16593,-1.343466,-1.258942,0.207156,0.9742719999999999,-0.088775,2.783201,0.328633,0.9330209999999999,-0.235721,0.25059699999999996,-0.239792
22,1.0002280000000001,-1.2941120000000002,-1.434042,0.22989600000000002,0.961966,-0.147541,3.226624,0.120055,1.293172,-0.031624,0.20964899999999997,-0.289486
23,0.8871959999999999,-1.2340010000000001,-1.55397,0.25621,0.9438190000000001,-0.208718,3.181168,0.027329000000000003,1.3442479999999999,0.146805,0.276473,-0.196144
24,0.8076369999999999,-1.170267,-1.6378270000000001,0.28176799999999996,0.920855,-0.269507,3.3343870000000004,-0.15595499999999998,1.491899,0.14241099999999998,0.348463,0.027975
25,0.751577,-1.098889,-1.6905869999999998,0.310388,0.890703,-0.332127,3.14149,-0.515513,1.79866,-0.018075,0.31564200000000003,0.387989
