DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
3,6,37,52,Healthy,0.017051632706818923
3,6,37,52,Healthy,0.10433227005636965
3,6,37,52,Healthy,1.149135486952557
3,6,37,52,Healthy,0.1860275665909662
3,6,37,52,Healthy,0.4084339240890492
3,6,37,52,Healthy,0.39508879135832364
3,6,37,52,Healthy,0.49864457541060225
3,6,37,52,Healthy,0.5363082508571658
3,6,37,52,Healthy,0.5765510366346117
3,6,37,52,Healthy,0.658903243962388
3,6,37,52,Healthy,1.678027992836725
3,6,37,52,Healthy,0.7394081125331691
3,6,37,52,Healthy,0.8025681939862553
3,6,37,52,Healthy,0.8490989383259984
3,6,37,52,Healthy,0.8837298764066169
3,6,37,52,Healthy,0.8747857067696545
3,6,37,52,Healthy,0.9083875682692615
3,6,37,52,Healthy,0.8569006119160056
3,6,37,52,Healthy,2.050087621064748
3,6,37,52,Healthy,1.006138418460295
3,6,37,52,Healthy,1.001181441079664
3,6,37,52,Healthy,1.0439428236212835
3,6,37,52,Healthy,0.9682873362931411
3,6,37,52,Healthy,0.9700926377748174
3,6,37,52,Healthy,0.9693645232290772
3,6,37,52,Healthy,0.8087230622576322
3,6,37,52,Healthy,1.9839188476950749
3,6,37,52,Healthy,0.85184978992719
3,6,37,52,Healthy,0.8286936049993393
3,6,37,52,Healthy,0.7669459023823698
3,6,37,52,Healthy,0.7537655781644045
3,6,37,52,Healthy,0.6670683304441936
3,6,37,52,Healthy,0.5786073036313722
3,6,37,52,Healthy,0.6105644300938784
3,6,37,52,Healthy,1.5894422886183752
3,6,37,52,Healthy,0.4196507780318636
3,6,37,52,Healthy,0.323221293456455
3,6,37,52,Healthy,0.23328832957107581
3,6,37,52,Healthy,0.11494708187389749
3,6,37,52,Healthy,0.06514853280163518
3,6,37,52,Healthy,0.06136691703249165
3,6,37,52,Healthy,-0.018117321555978415
3,6,37,52,Healthy,0.7966712299589871
3,6,37,52,Healthy,-0.23839435894231212
3,6,37,52,Healthy,-0.2746642247123175
3,6,37,52,Healthy,-0.3270579483711812
3,6,37,52,Healthy,-0.4730309431277814
3,6,37,52,Healthy,-0.5573944125970537
3,6,37,52,Healthy,-0.6403121586887738
3,6,37,52,Healthy,-0.6234199671113624
3,6,37,52,Healthy,0.3183863184214044
3,6,37,52,Healthy,-0.7708402269918492
3,6,37,52,Healthy,-0.8301997137396943
3,6,37,52,Healthy,-0.8039528217205882
3,6,37,52,Healthy,-0.782727585037751
3,6,37,52,Healthy,-0.8899220689487147
3,6,37,52,Healthy,-0.9557614927228358
3,6,37,52,Healthy,-0.937452205419193
3,6,37,52,Healthy,0.005393465699525736
3,6,37,52,Healthy,-1.1212124299180117
3,6,37,52,Healthy,-1.00669713287347
3,6,37,52,Healthy,-0.9705744279893558
3,6,37,52,Healthy,-0.9288018891075736
3,6,37,52,Healthy,-0.9085005043846682
3,6,37,52,Healthy,-0.9095276921986596
3,6,37,52,Healthy,-0.8823446297114468
3,6,37,52,Healthy,0.1417892804356045
3,6,37,52,Healthy,-0.8169874315819707
3,6,37,52,Healthy,-0.7420440265666117
3,6,37,52,Healthy,-0.7393933314705026
3,6,37,52,Healthy,-0.6902777568697026
3,6,37,52,Healthy,-0.6536043898644136
3,6,37,52,Healthy,-0.511139731801119
3,6,37,52,Healthy,-0.6319542595575677
3,6,37,52,Healthy,0.5479782492555271
3,6,37,52,Healthy,-0.36479058391448116
3,6,37,52,Healthy,-0.26321944238063744
3,6,37,52,Healthy,-0.25898393424019356
3,6,37,52,Healthy,-0.21698503781534884
3,6,37,52,Healthy,-0.04932402739182587
3,6,37,52,Healthy,-0.03779244771210651
3,6,37,52,Healthy,0.09067583595573729
3,6,37,52,Healthy,1.2040664290619847
3,6,37,52,Healthy,0.22759255540928675
3,6,37,52,Healthy,0.31409391022066163
3,6,37,52,Healthy,0.37643822694762263
3,6,37,52,Healthy,0.39548259998362034
3,6,37,52,Healthy,0.49959771026673355
3,6,37,52,Healthy,0.5443769978247577
3,6,37,52,Healthy,0.6833170733352842
3,6,37,52,Healthy,1.754976202484559
3,6,37,52,Healthy,0.7751113689084294
3,6,37,52,Healthy,0.7838511341217201
3,6,37,52,Healthy,0.8083722177377841
3,6,37,52,Healthy,0.7999385591896861
3,6,37,52,Healthy,0.8827477400882291
3,6,37,52,Healthy,1.005819196520833
3,6,37,52,Healthy,0.9307917259874541
3,6,37,52,Healthy,2.00471521712463
3,6,37,52,Healthy,1.0172482363670718
3,6,37,53,Healthy,1.0386712211746416
3,6,37,53,Healthy,1.0101363464362323
3,6,37,53,Healthy,0.9314408647107255
3,6,37,53,Healthy,0.9841580763591412
3,6,37,53,Healthy,0.9897162730167742
3,6,37,53,Healthy,0.9831662660848343
3,6,37,53,Healthy,1.8600430590556674
3,6,37,53,Healthy,0.8354343120253439
3,6,37,53,Healthy,0.903053469388589
3,6,37,53,Healthy,0.7552091934278599
3,6,37,53,Healthy,0.6524730391998883
3,6,37,53,Healthy,0.6189452948093157
3,6,37,53,Healthy,0.5181898807036501
3,6,37,53,Healthy,0.4551492702705895
3,6,37,53,Healthy,1.400546069275368
3,6,37,53,Healthy,0.3739231903140597
3,6,37,53,Healthy,0.32058359100949824
3,6,37,53,Healthy,0.29303673608940894
3,6,37,53,Healthy,0.202172610572809
3,6,37,53,Healthy,0.09149406025244772
3,6,37,53,Healthy,0.047784501380317625
3,6,37,53,Healthy,-0.11427759600230096
3,6,37,53,Healthy,0.7553233637079289
3,6,37,53,Healthy,-0.22327377286789893
3,6,37,53,Healthy,-0.3019707318584453
3,6,37,53,Healthy,-0.4875898272245961
3,6,37,53,Healthy,-0.4330573030100789
3,6,37,53,Healthy,-0.5831230564598384
3,6,37,53,Healthy,-0.5908913321057855
3,6,37,53,Healthy,-0.6626742471653634
3,6,37,53,Healthy,0.3225802670446877
3,6,37,53,Healthy,-0.7761494311232636
3,6,37,53,Healthy,-0.8163937238883566
3,6,37,53,Healthy,-0.7829426224938042
3,6,37,53,Healthy,-0.8969724184493979
3,6,37,53,Healthy,-0.8805460886269706
3,6,37,53,Healthy,-0.8880189023494628
3,6,37,53,Healthy,-0.9463066558386303
3,6,37,53,Healthy,-0.042894622110432656
3,6,37,53,Healthy,-1.0195785064557688
3,6,37,53,Healthy,-1.0570969919290838
3,6,37,53,Healthy,-0.9873988240908034
3,6,37,53,Healthy,-0.9171283076887575
3,6,37,53,Healthy,-0.9562028303962303
3,6,37,53,Healthy,-1.0103217917751184
3,6,37,53,Healthy,-0.9080081381848475
3,6,37,53,Healthy,0.10615081756673789
3,6,37,53,Healthy,-0.9258200925216377
3,6,37,53,Healthy,-0.7671326669643307
3,6,37,53,Healthy,-0.706352527120488
3,6,37,53,Healthy,-0.7514075727545755
3,6,37,53,Healthy,-0.5895288171793501
3,6,37,53,Healthy,-0.5455894600290958
3,6,37,53,Healthy,-0.5343805904023824
3,6,37,53,Healthy,0.4849328779123293
3,6,37,53,Healthy,-0.41996276030295115
3,6,37,53,Healthy,-0.4130095707872884
3,6,37,53,Healthy,-0.310609801385769
3,6,37,53,Healthy,-0.08504550376704297
3,6,37,53,Healthy,-0.12002312521743126
3,6,37,53,Healthy,-0.11937073443033237
3,6,37,53,Healthy,0.008158159267002238
3,6,37,53,Healthy,1.1561112461968344
3,6,37,53,Healthy,0.17589117223959194
3,6,37,53,Healthy,0.3300312711446704
3,6,37,53,Healthy,0.4229803197097117
3,6,37,53,Healthy,0.5112764641789902
3,6,37,53,Healthy,0.5488217377985731
3,6,37,53,Healthy,0.6565771786997082
3,6,37,53,Healthy,0.7738898381602476
3,6,37,53,Healthy,1.7647165033166172
3,6,37,53,Healthy,0.7690632713675688
3,6,37,53,Healthy,0.8492298461419794
3,6,37,53,Healthy,0.8395387341325322
3,6,37,53,Healthy,1.021879859064296
3,6,37,53,Healthy,0.8018142045621428
3,6,37,53,Healthy,0.9332069966959339
3,6,37,53,Healthy,0.9664012036449395
3,6,37,53,Healthy,1.998960775646197
3,6,37,53,Healthy,0.9870581754835013
3,6,37,53,Healthy,1.0109701875636374
3,6,37,53,Healthy,1.056618570628676
3,6,37,53,Healthy,0.9574402165352989
3,6,37,53,Healthy,1.020427026473552
3,6,37,53,Healthy,0.9173277075633588
3,6,37,53,Healthy,0.9100955510487682
3,6,37,53,Healthy,1.8590509715427794
3,6,37,53,Healthy,0.9166609185919153
3,6,37,53,Healthy,0.8337303159352245
3,6,37,53,Healthy,0.7358185271310048
3,6,37,53,Healthy,0.7270192962017494
3,6,37,53,Healthy,0.7068885055185593
3,6,37,53,Healthy,0.5400485531760215
3,6,37,53,Healthy,0.5143033441943109
3,6,37,53,Healthy,1.4907076318890677
3,6,37,53,Healthy,0.5604660802679907
3,6,37,53,Healthy,0.26723409331576814
3,6,37,53,Healthy,0.25015056676748754
3,6,37,53,Healthy,0.18864436532362763
3,6,37,53,Healthy,0.06181628929799789
3,6,37,54,Healthy,-0.061109112881985145
3,6,37,54,Healthy,-0.1319737277214
3,6,37,54,Healthy,0.8978501489034505
3,6,37,54,Healthy,-0.24567805878621854
3,6,37,54,Healthy,-0.3178424385565566
3,6,37,54,Healthy,-0.4388923396342469
3,6,37,54,Healthy,-0.4632436054236412
3,6,37,54,Healthy,-0.48928588507297294
3,6,37,54,Healthy,-0.5545771211801299
3,6,37,54,Healthy,-0.5989538588981416
3,6,37,54,Healthy,0.2420026452090004
3,6,37,54,Healthy,-0.7560898445243889
3,6,37,54,Healthy,-0.7848577399034324
3,6,37,54,Healthy,-0.8596680246348183
3,6,37,54,Healthy,-0.8484207503552995
3,6,37,54,Healthy,-0.8849873166205341
3,6,37,54,Healthy,-0.975979052569881
3,6,37,54,Healthy,-0.9206146947987437
3,6,37,54,Healthy,-0.044614977919844916
3,6,37,54,Healthy,-0.8688122718630379
3,6,37,54,Healthy,-0.9876735965328662
3,6,37,54,Healthy,-1.0282172234625122
3,6,37,54,Healthy,-1.0070341313263667
3,6,37,54,Healthy,-1.0183303411057354
3,6,37,54,Healthy,-0.9804471904898036
3,6,37,54,Healthy,-0.9217070129896
3,6,37,54,Healthy,0.06327302549295295
3,6,37,54,Healthy,-0.8854733148432634
3,6,37,54,Healthy,-0.7393392689617704
3,6,37,54,Healthy,-0.7135770655588477
3,6,37,54,Healthy,-0.6615018083967843
3,6,37,54,Healthy,-0.6619192665783545
3,6,37,54,Healthy,-0.5861587705531794
3,6,37,54,Healthy,-0.6754047865598847
3,6,37,54,Healthy,0.5353583500079361
3,6,37,54,Healthy,-0.386601022930959
3,6,37,54,Healthy,-0.36165274891570925
3,6,37,54,Healthy,-0.23845729949065675
3,6,37,54,Healthy,-0.19267304127480822
3,6,37,54,Healthy,-0.08585019852510697
3,6,37,54,Healthy,-0.07100035399417697
3,6,37,54,Healthy,0.05368593994315643
3,6,37,54,Healthy,1.1559653454802192
3,6,37,54,Healthy,0.29082175231491114
3,6,37,54,Healthy,0.36223160665432336
3,6,37,54,Healthy,0.40434048528044375
3,6,37,54,Healthy,0.4641564634783185
3,6,37,54,Healthy,0.5437069420165916
3,6,37,54,Healthy,0.6195609891097941
3,6,37,54,Healthy,0.5896255071113086
3,6,37,54,Healthy,1.6840147060946569
3,6,37,54,Healthy,0.6442606420505161
3,6,37,54,Healthy,0.7473619034723322
3,6,37,54,Healthy,0.8563904170954116
