DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
3,23,8,39,Healthy,-0.01901477033734557
3,23,8,39,Healthy,0.05943559432636977
3,23,8,39,Healthy,1.0984682583480476
3,23,8,39,Healthy,0.31219191334672214
3,23,8,39,Healthy,0.34400074581455553
3,23,8,39,Healthy,0.4475778999677221
3,23,8,39,Healthy,0.5412144127918738
3,23,8,39,Healthy,0.45796809750127127
3,23,8,39,Healthy,0.6126089568753287
3,23,8,39,Healthy,0.6689441377547395
3,23,8,39,Healthy,1.783793676814314
3,23,8,39,Healthy,0.737886927640615
3,23,8,39,Healthy,0.8232493037613277
3,23,8,39,Healthy,0.7955247574058841
3,23,8,39,Healthy,0.8966052554722271
3,23,8,39,Healthy,0.8080833271267625
3,23,8,39,Healthy,0.9021059753606814
3,23,8,39,Healthy,1.064536935679818
3,23,8,39,Healthy,2.028611907771059
3,23,8,39,Healthy,0.9603439154666725
3,23,8,39,Healthy,0.9804824976189107
3,23,8,39,Healthy,1.0014577979565877
3,23,8,39,Healthy,0.9761566299014116
3,23,8,39,Healthy,1.06191703550515
3,23,8,39,Healthy,0.9642631154671053
3,23,8,39,Healthy,0.9056256197889299
3,23,8,39,Healthy,1.8841452127487597
3,23,8,39,Healthy,0.8661965743649326
3,23,8,39,Healthy,0.7236225996683643
3,23,8,39,Healthy,0.7481417271213151
3,23,8,39,Healthy,0.7375136604214966
3,23,8,39,Healthy,0.7686401744944619
3,23,8,39,Healthy,0.660929882788849
3,23,8,39,Healthy,0.5245774058199022
3,23,8,39,Healthy,1.425700421759593
3,23,8,39,Healthy,0.41638253577857653
3,23,8,39,Healthy,0.36143775403748724
3,23,8,39,Healthy,0.24200990894001756
3,23,8,39,Healthy,0.08778059083938107
3,23,8,39,Healthy,0.12735494194862979
3,23,8,39,Healthy,-0.029856993642672764
3,23,8,39,Healthy,-0.022448092206552757
3,23,8,39,Healthy,0.8553451109321843
3,23,8,39,Healthy,-0.17067740722015556
3,23,8,39,Healthy,-0.26508756788229704
3,23,8,39,Healthy,-0.3347782521152904
3,23,8,39,Healthy,-0.47205440709966195
3,23,8,39,Healthy,-0.4801958257484693
3,23,8,39,Healthy,-0.572112523418915
3,23,8,39,Healthy,-0.5929282192911227
3,23,8,39,Healthy,0.260674297524667
3,23,8,39,Healthy,-0.6954760646212825
3,23,8,39,Healthy,-0.7832568127260323
3,23,8,39,Healthy,-0.7826477242374935
3,23,8,39,Healthy,-0.7931404242265998
3,23,8,39,Healthy,-0.9018096001931017
3,23,8,39,Healthy,-0.897740229921953
3,23,8,39,Healthy,-0.9683985644330695
3,23,8,39,Healthy,-0.11823032635014644
3,23,8,39,Healthy,-1.02124669366282
3,23,8,39,Healthy,-1.0015763596724905
3,23,8,39,Healthy,-0.9960860695405807
3,23,8,39,Healthy,-0.9668832061367723
3,23,8,39,Healthy,-0.9613974162438856
3,23,8,39,Healthy,-0.9620664034894272
