DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
7,12,42,12,Healthy,0.06190626057611376
7,12,42,12,Healthy,0.04516690496575184
7,12,42,12,Healthy,1.1513369424922684
7,12,42,12,Healthy,0.20938435108079667
7,12,42,12,Healthy,0.2049397741353082
7,12,42,12,Healthy,0.33827240774232487
7,12,42,12,Healthy,0.39003978019436025
7,12,42,12,Healthy,0.48816789871749805
7,12,42,12,Healthy,0.5199335382494872
7,12,42,12,Healthy,0.6381137434673939
7,12,42,12,Healthy,1.7355545839764401
7,12,42,12,Healthy,0.7314032673421113
7,12,42,12,Healthy,0.8675388040981982
7,12,42,12,Healthy,0.8403421479549441
7,12,42,12,Healthy,0.9209050590289357
7,12,42,12,Healthy,0.9411829407178471
7,12,42,12,Healthy,0.9548798983073815
7,12,42,12,Healthy,0.9703984972787782
7,12,42,12,Healthy,2.042134219744211
7,12,42,12,Healthy,0.9361787112163273
7,12,42,12,Healthy,0.9667436504533156
7,12,42,12,Healthy,0.9296465551891816
7,12,42,12,Healthy,0.9814147106773791
7,12,42,12,Healthy,0.935347674675333
7,12,42,12,Healthy,1.0038766614450056
7,12,42,12,Healthy,0.9563026258634099
7,12,42,12,Healthy,1.9266725343245803
7,12,42,12,Healthy,0.9481653558061927
7,12,42,12,Healthy,0.6945902520062646
7,12,42,12,Healthy,0.8027644901081716
7,12,42,12,Healthy,0.7626033565337152
7,12,42,12,Healthy,0.6106269554836824
7,12,42,12,Healthy,0.5491334192077313
7,12,42,12,Healthy,0.5516486496544456
7,12,42,12,Healthy,1.4736089048487684
7,12,42,12,Healthy,0.43954477319418483
7,12,42,12,Healthy,0.3544479988106704
7,12,42,12,Healthy,0.27577792419414754
7,12,42,12,Healthy,0.11294600119135458
7,12,42,12,Healthy,0.09268437443589006
7,12,42,12,Healthy,-0.04776895590933126
7,12,42,12,Healthy,-0.13674241515796653
7,12,42,12,Healthy,0.7998722975659601
7,12,42,12,Healthy,-0.1594501682245597
7,12,42,12,Healthy,-0.3246045834422825
7,12,42,12,Healthy,-0.27847746215931746
7,12,42,12,Healthy,-0.41534159967377043
7,12,42,12,Healthy,-0.582629462615794
7,12,42,12,Healthy,-0.5660359389734763
7,12,42,12,Healthy,-0.5657318233617048
7,12,42,12,Healthy,0.2904452492430862
7,12,42,12,Healthy,-0.7535066450337119
7,12,42,12,Healthy,-0.8257799379231822
7,12,42,12,Healthy,-0.808500995056226
7,12,42,12,Healthy,-0.8974305814518782
7,12,42,12,Healthy,-0.9225968087029232
7,12,42,12,Healthy,-0.8220033020436778
7,12,42,12,Healthy,-1.1077362538420015
7,12,42,12,Healthy,-0.020270082084380983
7,12,42,12,Healthy,-1.0589630533246248
7,12,42,12,Healthy,-1.0458372970855583
7,12,42,12,Healthy,-0.9962039146976411
7,12,42,12,Healthy,-1.0099261712793555
7,12,42,12,Healthy,-1.0142182230775596
7,12,42,12,Healthy,-0.9163009298997088
7,12,42,12,Healthy,-0.9157636863258938
7,12,42,12,Healthy,0.10380216130445291
7,12,42,12,Healthy,-0.8547658207415414
7,12,42,12,Healthy,-0.8422665091224485
7,12,42,12,Healthy,-0.8047733668391799
7,12,42,12,Healthy,-0.7805019041225657
7,12,42,12,Healthy,-0.6039760179568974
7,12,42,12,Healthy,-0.5842598620772171
7,12,42,12,Healthy,-0.4795286047937104
7,12,42,12,Healthy,0.5491249314272978
7,12,42,12,Healthy,-0.41825113009672915
7,12,42,12,Healthy,-0.34208399023989006
7,12,42,12,Healthy,-0.2362804483347485
7,12,42,12,Healthy,-0.07900031694502488
7,12,42,12,Healthy,0.025999822310189116
7,12,42,12,Healthy,-0.0007757291691586069
7,12,42,12,Healthy,0.022176890278259545
7,12,42,12,Healthy,1.149988172916691
7,12,42,12,Healthy,0.24472026249209503
7,12,42,12,Healthy,0.31004985159071624
7,12,42,12,Healthy,0.3759974832200272
7,12,42,12,Healthy,0.48616908101926803
7,12,42,12,Healthy,0.49489679703432243
7,12,42,12,Healthy,0.5714636836869144
7,12,42,12,Healthy,0.6910489588308409
7,12,42,12,Healthy,1.7518659447741534
7,12,42,12,Healthy,0.7576198296172917
7,12,42,12,Healthy,0.8006534216287744
7,12,42,12,Healthy,0.8898307819726989
7,12,42,12,Healthy,0.8219734514092445
7,12,42,12,Healthy,0.9035683326879385
7,12,42,12,Healthy,0.932557115244451
7,12,42,12,Healthy,1.002071014809563
7,12,42,12,Healthy,2.051024816946241
7,12,42,12,Healthy,0.9757057318275485
7,12,42,13,Healthy,1.0579029817802321
7,12,42,13,Healthy,0.9567836152004502
7,12,42,13,Healthy,1.0030281590405408
7,12,42,13,Healthy,0.9495680733641376
7,12,42,13,Healthy,0.985108385729244
7,12,42,13,Healthy,0.9454277626575809
7,12,42,13,Healthy,1.9320427577407997
7,12,42,13,Healthy,0.9008336175328787
7,12,42,13,Healthy,0.790475593421365
7,12,42,13,Healthy,0.7479679952938235
7,12,42,13,Healthy,0.693590770700746
7,12,42,13,Healthy,0.6257624671813324
7,12,42,13,Healthy,0.6257320303244515
7,12,42,13,Healthy,0.5407776245349132
7,12,42,13,Healthy,1.5670475727556648
7,12,42,13,Healthy,0.43641612453257883
7,12,42,13,Healthy,0.2189245055595464
7,12,42,13,Healthy,0.16071531722741178
7,12,42,13,Healthy,0.0962739525424677
7,12,42,13,Healthy,0.12872722966325473
7,12,42,13,Healthy,-0.08025081098609183
7,12,42,13,Healthy,-0.1143161042967129
7,12,42,13,Healthy,0.8332248856097645
7,12,42,13,Healthy,-0.26020292192747685
7,12,42,13,Healthy,-0.30498248436452174
7,12,42,13,Healthy,-0.3846447719018479
7,12,42,13,Healthy,-0.5448043867998749
7,12,42,13,Healthy,-0.4756600870158175
7,12,42,13,Healthy,-0.4883651104656659
7,12,42,13,Healthy,-0.6002220244632727
7,12,42,13,Healthy,0.3035913759495211
7,12,42,13,Healthy,-0.8246135800740336
7,12,42,13,Healthy,-0.8450381982398135
7,12,42,13,Healthy,-0.8131624822340433
7,12,42,13,Healthy,-0.9103962916557199
7,12,42,13,Healthy,-0.9182742724881955
7,12,42,13,Healthy,-0.9151862161997935
7,12,42,13,Healthy,-1.043358436623222
7,12,42,13,Healthy,0.07464665170663672
7,12,42,13,Healthy,-1.0746907064705455
7,12,42,13,Healthy,-0.9861513733137403
7,12,42,13,Healthy,-1.0350292222122455
7,12,42,13,Healthy,-0.979003930873743
7,12,42,13,Healthy,-0.921188970177635
7,12,42,13,Healthy,-0.8987615344989092
7,12,42,13,Healthy,-0.9584710609078083
7,12,42,13,Healthy,0.2308024349530609
7,12,42,13,Healthy,-0.8081950872468964
7,12,42,13,Healthy,-0.7958809611906632
7,12,42,13,Healthy,-0.7883402872143542
7,12,42,13,Healthy,-0.7524144054752447
7,12,42,13,Healthy,-0.6509348625191903
7,12,42,13,Healthy,-0.6469575397574867
7,12,42,13,Healthy,-0.4916234367549869
7,12,42,13,Healthy,0.5632730248114786
7,12,42,13,Healthy,-0.41306641662963517
7,12,42,13,Healthy,-0.2844480070615759
7,12,42,13,Healthy,-0.1883726585883242
7,12,42,13,Healthy,-0.23742211489951384
7,12,42,13,Healthy,-0.12191514502250389
7,12,42,13,Healthy,-0.11038717222716381
7,12,42,13,Healthy,0.014528455111386854
7,12,42,13,Healthy,1.1053732770850675
7,12,42,13,Healthy,0.26536229526700345
7,12,42,13,Healthy,0.2770235461478013
7,12,42,13,Healthy,0.4255229364390466
7,12,42,13,Healthy,0.49576801336396736
7,12,42,13,Healthy,0.4635442923576179
7,12,42,13,Healthy,0.541482053375772
7,12,42,13,Healthy,0.576584207147107
7,12,42,13,Healthy,1.743232321565667
7,12,42,13,Healthy,0.8043131864647062
7,12,42,13,Healthy,0.8510069076594233
7,12,42,13,Healthy,0.8551054996981216
7,12,42,13,Healthy,0.9615817559986066
7,12,42,13,Healthy,1.0016834380220205
7,12,42,13,Healthy,0.8532991251136814
7,12,42,13,Healthy,0.9372930179122666
7,12,42,13,Healthy,2.1158381705209615
7,12,42,13,Healthy,1.008227729951116
7,12,42,13,Healthy,1.0356327923546351
7,12,42,13,Healthy,1.0341300466368746
7,12,42,13,Healthy,0.9662364946972066
7,12,42,13,Healthy,0.9881889184906714
7,12,42,13,Healthy,0.9534105029868587
7,12,42,13,Healthy,0.9657954339888843
7,12,42,13,Healthy,1.9219367478288667
7,12,42,13,Healthy,0.9604649839794852
7,12,42,13,Healthy,0.8485918042795747
7,12,42,13,Healthy,0.7928754336731815
7,12,42,13,Healthy,0.6709483368402822
7,12,42,13,Healthy,0.71432206181139
7,12,42,13,Healthy,0.504583576945198
7,12,42,13,Healthy,0.4213944882501476
7,12,42,13,Healthy,1.4475373255124033
7,12,42,13,Healthy,0.4271824881628231
7,12,42,13,Healthy,0.33452569556170697
7,12,42,13,Healthy,0.26390154610937805
7,12,42,13,Healthy,0.11351203600533495
7,12,42,13,Healthy,0.04271367967212538
7,12,42,14,Healthy,-0.09620350879844897
7,12,42,14,Healthy,-0.10042568488257979
7,12,42,14,Healthy,0.8654901027094047
7,12,42,14,Healthy,-0.2427891957798693
7,12,42,14,Healthy,-0.31770205559369424
7,12,42,14,Healthy,-0.43585656030580666
7,12,42,14,Healthy,-0.39556060695354456
7,12,42,14,Healthy,-0.5110949532031022
7,12,42,14,Healthy,-0.5911382393413722
7,12,42,14,Healthy,-0.6600102780247974
7,12,42,14,Healthy,0.2710209270435833
7,12,42,14,Healthy,-0.7824591289222487
7,12,42,14,Healthy,-0.8081202273808817
7,12,42,14,Healthy,-0.7786681848284139
7,12,42,14,Healthy,-0.856212088681321
7,12,42,14,Healthy,-0.9789939002038327
7,12,42,14,Healthy,-0.9953684386239507
7,12,42,14,Healthy,-0.9543375166244252
7,12,42,14,Healthy,-0.014202514654379057
7,12,42,14,Healthy,-1.02997511052893
7,12,42,14,Healthy,-0.9887445465724322
7,12,42,14,Healthy,-0.9879892601736826
