DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
6,13,57,47,Healthy,-0.023362427785114857
6,13,57,47,Healthy,0.12353095424045937
6,13,57,47,Healthy,1.128910073109425
6,13,57,47,Healthy,0.15575332097046463
6,13,57,47,Healthy,0.31915842176103876
6,13,57,47,Healthy,0.350915919824075
6,13,57,47,Healthy,0.5063690523811318
6,13,57,47,Healthy,0.5071560111634104
6,13,57,47,Healthy,0.5524070359883533
6,13,57,47,Healthy,0.6940734889897008
6,13,57,47,Healthy,1.72851511398306
6,13,57,47,Healthy,0.6685464706212558
6,13,57,47,Healthy,0.7284611214540354
6,13,57,47,Healthy,0.8741299769352697
6,13,57,47,Healthy,0.8597752545965286
6,13,57,47,Healthy,0.9805831015601033
6,13,57,47,Healthy,0.9456214133594426
6,13,57,47,Healthy,0.9773005610447436
6,13,57,47,Healthy,1.939293975649729
6,13,57,47,Healthy,1.047414796009079
6,13,57,47,Healthy,0.9075485122126133
6,13,57,47,Healthy,0.964494984932117
6,13,57,47,Healthy,1.0207876527070694
6,13,57,47,Healthy,1.0052991444711972
6,13,57,47,Healthy,0.9708095975675637
6,13,57,47,Healthy,0.8775559053871177
6,13,57,47,Healthy,1.841945281720638
6,13,57,47,Healthy,0.8232363223779637
6,13,57,47,Healthy,0.7886165552486344
6,13,57,47,Healthy,0.746922047631586
6,13,57,47,Healthy,0.724363631361603
6,13,57,47,Healthy,0.6790582083994523
6,13,57,47,Healthy,0.6267810888206286
6,13,57,47,Healthy,0.525637983308143
6,13,57,47,Healthy,1.4864406136549762
6,13,57,47,Healthy,0.3451486245033959
6,13,57,47,Healthy,0.27973183074983743
6,13,57,47,Healthy,0.1595150753698806
6,13,57,47,Healthy,0.17375728868874696
6,13,57,47,Healthy,0.07802721731416094
6,13,57,47,Healthy,-0.02036337571136996
6,13,57,47,Healthy,-0.20754500651472976
6,13,57,47,Healthy,0.7693257961505092
6,13,57,47,Healthy,-0.16408671850421475
6,13,57,47,Healthy,-0.3916568415293751
6,13,57,47,Healthy,-0.4097415382763682
6,13,57,47,Healthy,-0.4312818705680723
6,13,57,47,Healthy,-0.5755378179969162
6,13,57,47,Healthy,-0.5462531673345927
6,13,57,47,Healthy,-0.6173588292235042
6,13,57,47,Healthy,0.24065643361889238
6,13,57,47,Healthy,-0.811154637254475
6,13,57,47,Healthy,-0.7686152341784425
6,13,57,47,Healthy,-0.833814558539635
6,13,57,47,Healthy,-0.9094490483674442
6,13,57,47,Healthy,-0.9139776340342768
6,13,57,47,Healthy,-0.9663491063619104
6,13,57,47,Healthy,-0.9975629448667365
6,13,57,47,Healthy,-0.06085395688717038
6,13,57,47,Healthy,-1.0063608283467504
6,13,57,47,Healthy,-0.961579469419049
6,13,57,47,Healthy,-0.9616500302288953
6,13,57,47,Healthy,-1.0191460074691916
6,13,57,47,Healthy,-0.9301869869085252
6,13,57,47,Healthy,-0.9159053995232616
6,13,57,47,Healthy,-0.9158910938971879
6,13,57,47,Healthy,0.16122736505162433
6,13,57,47,Healthy,-0.8407925072890754
6,13,57,47,Healthy,-0.8420799820449517
6,13,57,47,Healthy,-0.8102051420425351
6,13,57,47,Healthy,-0.6221118926730881
6,13,57,47,Healthy,-0.6864404764323898
6,13,57,47,Healthy,-0.59868591406455
6,13,57,47,Healthy,-0.5563636838201754
6,13,57,47,Healthy,0.5696164663462095
6,13,57,47,Healthy,-0.4213155888476107
6,13,57,47,Healthy,-0.3819156129227224
6,13,57,47,Healthy,-0.16191215612233556
6,13,57,47,Healthy,-0.23455429893229307
6,13,57,47,Healthy,-0.0403881600030407
6,13,57,47,Healthy,-0.025487739689749097
6,13,57,47,Healthy,0.051063930798207896
6,13,57,47,Healthy,1.229328986194316
6,13,57,47,Healthy,0.26470705229080665
6,13,57,47,Healthy,0.3188179643965302
6,13,57,47,Healthy,0.3593391218759578
6,13,57,47,Healthy,0.50570251983042
6,13,57,47,Healthy,0.5816008799641761
6,13,57,47,Healthy,0.5751777471399581
6,13,57,47,Healthy,0.626204140908312
6,13,57,47,Healthy,1.6940354331288945
6,13,57,47,Healthy,0.7716469696334771
6,13,57,47,Healthy,0.8562940056601508
6,13,57,47,Healthy,0.8892425106356694
6,13,57,47,Healthy,0.8598153965467326
6,13,57,47,Healthy,0.9785890220774394
6,13,57,47,Healthy,0.9604027016562984
6,13,57,47,Healthy,0.9119647463441054
6,13,57,47,Healthy,2.013131619605011
6,13,57,47,Healthy,0.9840992430557847
6,13,57,48,Healthy,1.0254398527799147
6,13,57,48,Healthy,1.0786982238414122
6,13,57,48,Healthy,1.0098540262480946
6,13,57,48,Healthy,0.9894004100843485
6,13,57,48,Healthy,0.9101668049450659
6,13,57,48,Healthy,0.9990226518495333
6,13,57,48,Healthy,1.9214234645662103
6,13,57,48,Healthy,0.9081856999519577
6,13,57,48,Healthy,0.8941981573967273
6,13,57,48,Healthy,0.788354542980135
6,13,57,48,Healthy,0.6241844366271453
6,13,57,48,Healthy,0.6848859484327146
